transfer_id,from_node,to_node,sku_id,units,transit_hrs,handling_cost_eur,transit_cost_eur,storage_cost_eur,total_cost_eur,transfer_mode,status,transfer_date
682,1DC_MAD,IXD_MAD,SKU_0029,884,10.0,0.09,0.654,0.065,715.16,road,completed,2024-10-01
683,RDC_IBE,IXD_BCN,SKU_0186,747,7.4,0.076,0.554,0.04,500.49,road,completed,2024-10-01
684,RDC_FRA,IXD_PAR,SKU_0060,423,7.6,0.096,0.259,0.018,157.78,road,completed,2024-10-01
685,IXD_PAR,FC_MUN1,SKU_0006,802,2.7,0.119,0.575,0.061,605.51,road,completed,2024-10-01
686,RDC_IBE,IXD_BCN,SKU_0212,130,10.0,0.097,0.186,0.085,47.84,road,completed,2024-10-01
687,RDC_IBE,IXD_MAD,SKU_0099,375,8.5,0.123,0.774,0.061,359.25,road,completed,2024-10-01
688,1DC_MUC,IXD_PAR,SKU_0171,546,6.8,0.044,0.484,0.055,318.32,road,completed,2024-10-01
689,IXD_PAR,FC_PAR2,SKU_0017,480,2.6,0.102,0.31,0.089,240.48,road,completed,2024-10-01
690,1DC_BCN,IXD_BER,SKU_0229,676,9.5,0.102,0.242,0.096,297.44,road,completed,2024-10-01
691,1DC_MAD,IXD_MAD,SKU_0250,310,7.8,0.104,0.087,0.014,63.55,road,completed,2024-10-01
692,1DC_BCN,IXD_BCN,SKU_0245,25,7.3,0.104,0.12,0.058,7.05,road,completed,2024-10-01
693,1DC_MAD,IXD_MAD,SKU_0240,215,9.2,0.04,0.403,0.096,115.89,road,completed,2024-10-01
694,IXD_MAD,FC_MAD1,SKU_0205,414,3.4,0.13,0.228,0.014,154.01,road,completed,2024-10-01
695,RDC_LYS,IXD_PAR,SKU_0087,597,11.0,0.128,0.475,0.069,401.18,road,completed,2024-10-01
696,IXD_BER,FC_BER1,SKU_0006,548,5.1,0.043,0.481,0.05,314.55,road,completed,2024-10-01
697,IXD_BER,FC_BER1,SKU_0026,38,5.0,0.127,0.795,0.064,37.47,road,completed,2024-10-01
698,IXD_BCN,FC_BCN1,SKU_0085,240,3.8,0.063,0.568,0.074,169.2,road,completed,2024-10-01
699,1DC_MAD,IXD_MAD,SKU_0022,557,7.3,0.074,0.682,0.049,448.39,road,completed,2024-10-01
700,IXD_PAR,FC_PAR2,SKU_0227,598,5.1,0.085,0.433,0.081,358.2,road,completed,2024-10-01
701,RDC_IBE,IXD_BCN,SKU_0121,662,8.2,0.141,0.523,0.06,479.29,road,completed,2024-10-02
702,1DC_BCN,IXD_BER,SKU_0046,80,10.0,0.105,0.213,0.054,29.76,road,completed,2024-10-02
703,IXD_BCN,FC_BCN2,SKU_0190,453,4.8,0.045,0.774,0.026,382.78,road,completed,2024-10-02
704,1DC_MUC,IXD_PAR,SKU_0022,682,8.3,0.108,0.174,0.05,226.42,road,completed,2024-10-02
705,RDC_FRA,IXD_BER,SKU_0226,391,5.7,0.132,0.459,0.05,250.63,road,completed,2024-10-02
706,IXD_PAR,FC_PAR1,SKU_0033,289,2.8,0.114,0.778,0.015,262.12,road,completed,2024-10-02
707,IXD_MAD,FC_MAD1,SKU_0156,474,5.0,0.136,0.287,0.018,209.03,road,completed,2024-10-02
708,IXD_PAR,FC_PAR2,SKU_0077,378,1.4,0.083,0.548,0.082,269.51,road,completed,2024-10-02
709,IXD_BCN,FC_BCN2,SKU_0017,280,3.3,0.099,0.726,0.012,234.36,road,completed,2024-10-02
710,IXD_BCN,FC_BCN2,SKU_0008,729,6.7,0.07,0.748,0.037,623.29,road,completed,2024-10-02
711,RDC_FRA,IXD_BER,SKU_0167,781,5.9,0.141,0.159,0.02,249.92,road,completed,2024-10-02
712,RDC_LYS,IXD_PAR,SKU_0142,864,6.4,0.144,0.605,0.081,717.12,road,completed,2024-10-02
713,IXD_BCN,FC_BCN1,SKU_0231,433,2.2,0.077,0.352,0.042,203.94,road,completed,2024-10-02
714,IXD_MAD,FC_MAD1,SKU_0165,324,5.6,0.059,0.678,0.079,264.38,road,completed,2024-10-02
715,IXD_PAR,FC_MUN1,SKU_0003,434,7.6,0.141,0.31,0.06,221.77,road,completed,2024-10-02
716,RDC_IBE,IXD_BCN,SKU_0072,397,8.6,0.083,0.225,0.03,134.19,road,completed,2024-10-02
717,IXD_BCN,FC_BCN1,SKU_0189,543,1.3,0.036,0.127,0.023,101.0,road,completed,2024-10-02
718,IXD_MAD,FC_MAD1,SKU_0031,802,4.3,0.055,0.731,0.068,684.91,road,completed,2024-10-02
719,RDC_LYS,IXD_PAR,SKU_0232,449,7.0,0.03,0.396,0.067,221.36,road,completed,2024-10-02
720,1DC_BCN,IXD_PAR,SKU_0220,446,7.5,0.131,0.203,0.081,185.09,road,completed,2024-10-02
721,RDC_FRA,IXD_BER,SKU_0049,363,10.0,0.109,0.245,0.022,136.49,road,completed,2024-10-02
722,1DC_BCN,IXD_PAR,SKU_0022,707,12.5,0.096,0.21,0.068,264.42,rail,completed,2024-10-02
723,1DC_MAD,IXD_MAD,SKU_0014,190,8.2,0.069,0.738,0.03,159.03,road,completed,2024-10-02
724,IXD_PAR,FC_PAR1,SKU_0121,771,3.1,0.041,0.743,0.099,680.79,road,completed,2024-10-02
725,RDC_LYS,IXD_PAR,SKU_0060,135,10.9,0.121,0.305,0.037,62.51,road,completed,2024-10-02
726,IXD_MAD,FC_MAD2,SKU_0218,444,5.3,0.119,0.711,0.041,386.72,road,completed,2024-10-02
727,IXD_BCN,FC_BCN2,SKU_0139,888,6.6,0.058,0.334,0.061,402.26,road,completed,2024-10-02
728,IXD_BCN,FC_BCN2,SKU_0039,860,3.0,0.08,0.323,0.057,395.6,road,completed,2024-10-02
729,IXD_BCN,FC_BCN2,SKU_0099,218,1.0,0.108,0.207,0.014,71.72,road,completed,2024-10-02
730,1DC_MAD,IXD_MAD,SKU_0025,464,8.6,0.124,0.085,0.01,101.62,road,completed,2024-10-02
731,1DC_MAD,IXD_MAD,SKU_0213,737,6.6,0.129,0.709,0.04,647.09,road,completed,2024-10-02
732,1DC_CDG,IXD_PAR,SKU_0230,157,10.9,0.042,0.128,0.059,35.95,road,completed,2024-10-03
733,IXD_MAD,FC_MAD2,SKU_0004,895,3.2,0.108,0.402,0.074,522.68,road,completed,2024-10-03
734,IXD_PAR,FC_PAR1,SKU_0179,746,3.2,0.087,0.378,0.045,380.46,road,completed,2024-10-03
735,1DC_BCN,IXD_BER,SKU_0089,226,9.7,0.079,0.675,0.019,174.7,road,completed,2024-10-03
736,RDC_IBE,IXD_BCN,SKU_0012,253,8.0,0.147,0.569,0.021,186.46,road,completed,2024-10-03
737,IXD_PAR,FC_MUN1,SKU_0098,372,5.3,0.148,0.658,0.075,327.73,road,completed,2024-10-03
738,RDC_IBE,IXD_MAD,SKU_0002,68,9.4,0.147,0.147,0.097,26.59,road,completed,2024-10-03
739,1DC_BCN,IXD_PAR,SKU_0104,414,8.1,0.067,0.791,0.07,384.19,road,completed,2024-10-03
740,IXD_MAD,FC_MAD2,SKU_0235,106,4.8,0.084,0.608,0.093,83.21,road,completed,2024-10-03
741,1DC_BCN,IXD_BCN,SKU_0082,156,6.6,0.145,0.51,0.05,109.98,road,completed,2024-10-03
742,1DC_BCN,IXD_BCN,SKU_0186,76,7.0,0.106,0.144,0.067,24.09,road,completed,2024-10-03
743,RDC_IBE,IXD_BCN,SKU_0128,797,9.3,0.13,0.697,0.032,684.62,road,completed,2024-10-03
744,RDC_IBE,IXD_BCN,SKU_0011,647,8.8,0.112,0.247,0.013,240.68,road,completed,2024-10-03
745,1DC_MUC,IXD_PAR,SKU_0166,67,8.2,0.067,0.305,0.045,27.94,road,completed,2024-10-03
746,IXD_BER,FC_BER1,SKU_0182,374,4.9,0.131,0.319,0.052,187.75,road,completed,2024-10-03
747,RDC_IBE,IXD_MAD,SKU_0118,811,9.0,0.115,0.447,0.084,523.91,road,completed,2024-10-03
748,RDC_IBE,IXD_MAD,SKU_0043,368,8.7,0.062,0.458,0.088,223.74,road,completed,2024-10-03
749,IXD_BCN,FC_BCN1,SKU_0198,439,3.1,0.102,0.594,0.049,327.06,road,completed,2024-10-03
750,IXD_PAR,FC_MUN1,SKU_0204,428,3.6,0.072,0.497,0.025,254.23,road,completed,2024-10-03
751,IXD_BCN,FC_BCN2,SKU_0109,261,5.0,0.122,0.175,0.069,95.53,road,completed,2024-10-03
752,IXD_PAR,FC_PAR1,SKU_0176,262,3.9,0.114,0.778,0.088,256.76,road,completed,2024-10-03
753,IXD_BCN,FC_BCN2,SKU_0009,764,5.2,0.091,0.559,0.052,536.33,road,completed,2024-10-03
754,RDC_IBE,IXD_BCN,SKU_0038,187,9.0,0.111,0.526,0.082,134.45,road,completed,2024-10-03
755,IXD_PAR,FC_PAR1,SKU_0202,843,6.3,0.11,0.277,0.037,357.43,road,completed,2024-10-03
756,IXD_PAR,FC_PAR2,SKU_0200,654,4.6,0.066,0.296,0.073,284.49,road,completed,2024-10-03
757,RDC_IBE,IXD_MAD,SKU_0162,396,6.1,0.086,0.515,0.063,262.94,road,completed,2024-10-03
758,1DC_CDG,IXD_PAR,SKU_0098,755,9.0,0.054,0.485,0.034,432.61,road,completed,2024-10-03
759,IXD_MAD,FC_MAD1,SKU_0104,824,4.2,0.064,0.347,0.095,416.94,road,completed,2024-10-03
760,1DC_MAD,IXD_MAD,SKU_0188,635,7.8,0.119,0.763,0.093,619.12,road,completed,2024-10-03
761,1DC_MUC,IXD_PAR,SKU_0215,232,9.4,0.083,0.679,0.011,179.34,road,completed,2024-10-03
762,IXD_BER,FC_BER1,SKU_0113,673,4.7,0.143,0.772,0.051,650.12,road,completed,2024-10-03
763,1DC_BCN,IXD_BCN,SKU_0219,646,7.7,0.103,0.21,0.046,231.91,road,completed,2024-10-03
764,1DC_BCN,IXD_BER,SKU_0014,751,4.6,0.144,0.472,0.084,525.7,road,completed,2024-10-03
765,1DC_MAD,IXD_MAD,SKU_0133,720,9.0,0.098,0.113,0.086,213.84,road,completed,2024-10-04
766,IXD_MAD,FC_MAD2,SKU_0004,473,4.2,0.094,0.755,0.041,420.97,road,completed,2024-10-04
767,RDC_LYS,IXD_PAR,SKU_0101,541,10.3,0.044,0.12,0.018,98.46,road,completed,2024-10-04
768,RDC_FRA,IXD_BER,SKU_0118,534,7.2,0.106,0.171,0.052,175.69,road,completed,2024-10-04
769,1DC_BCN,IXD_BER,SKU_0173,493,10.7,0.135,0.183,0.031,172.06,road,completed,2024-10-04
770,IXD_BCN,FC_BCN2,SKU_0069,391,1.6,0.072,0.582,0.087,289.73,road,completed,2024-10-04
771,IXD_PAR,FC_MUN1,SKU_0053,685,5.5,0.034,0.272,0.045,240.43,road,completed,2024-10-04
772,1DC_MAD,IXD_MAD,SKU_0140,287,8.0,0.126,0.117,0.069,89.54,road,completed,2024-10-04
773,1DC_MAD,IXD_MAD,SKU_0233,651,9.6,0.147,0.65,0.068,563.12,road,completed,2024-10-04
774,RDC_LYS,IXD_PAR,SKU_0053,100,8.8,0.073,0.505,0.015,59.3,road,completed,2024-10-04
775,RDC_IBE,IXD_MAD,SKU_0145,738,8.9,0.048,0.742,0.024,600.73,road,completed,2024-10-04
776,RDC_IBE,IXD_BCN,SKU_0184,336,10.5,0.081,0.737,0.063,296.02,road,completed,2024-10-04
777,IXD_BCN,FC_BCN1,SKU_0223,563,2.1,0.054,0.461,0.06,323.72,road,completed,2024-10-04
778,IXD_BER,FC_BER1,SKU_0115,316,7.2,0.11,0.499,0.099,223.73,road,completed,2024-10-04
779,IXD_PAR,FC_MUN1,SKU_0057,355,5.3,0.113,0.27,0.069,160.46,road,completed,2024-10-04
780,IXD_MAD,FC_MAD1,SKU_0171,869,2.4,0.118,0.156,0.03,264.18,road,completed,2024-10-04
781,1DC_MUC,IXD_PAR,SKU_0014,141,7.3,0.049,0.216,0.072,47.52,road,completed,2024-10-04
782,IXD_MAD,FC_MAD2,SKU_0187,284,2.5,0.086,0.37,0.067,148.53,road,completed,2024-10-04
783,IXD_BER,FC_BER1,SKU_0075,43,5.3,0.055,0.115,0.056,9.72,road,completed,2024-10-04
784,RDC_IBE,IXD_MAD,SKU_0019,654,8.0,0.07,0.767,0.073,595.14,road,completed,2024-10-04
785,IXD_BCN,FC_BCN1,SKU_0096,347,1.0,0.148,0.172,0.046,127.0,road,completed,2024-10-05
786,IXD_PAR,FC_PAR2,SKU_0082,20,5.6,0.101,0.649,0.011,15.22,road,completed,2024-10-05
787,IXD_MAD,FC_MAD2,SKU_0014,493,6.3,0.049,0.789,0.055,440.25,road,completed,2024-10-05
788,1DC_MAD,IXD_MAD,SKU_0204,766,9.5,0.097,0.583,0.047,556.88,road,completed,2024-10-05
789,1DC_BCN,IXD_BER,SKU_0026,51,6.6,0.078,0.559,0.095,37.33,road,completed,2024-10-05
790,IXD_MAD,FC_MAD1,SKU_0073,339,4.0,0.051,0.208,0.1,121.7,road,completed,2024-10-05
791,1DC_CDG,IXD_PAR,SKU_0111,868,8.1,0.124,0.777,0.069,841.96,road,completed,2024-10-06
792,IXD_BCN,FC_BCN1,SKU_0164,185,2.8,0.047,0.072,0.089,38.48,road,completed,2024-10-06
793,RDC_LYS,IXD_PAR,SKU_0047,685,8.5,0.104,0.653,0.01,525.39,road,completed,2024-10-06
794,1DC_BCN,IXD_PAR,SKU_0155,473,6.6,0.131,0.085,0.034,118.25,road,completed,2024-10-06
795,RDC_LYS,IXD_PAR,SKU_0241,376,8.8,0.123,0.069,0.042,87.98,road,completed,2024-10-06
796,IXD_MAD,FC_MAD1,SKU_0143,795,2.8,0.035,0.129,0.038,160.59,road,completed,2024-10-07
797,IXD_BCN,FC_BCN2,SKU_0002,716,4.4,0.091,0.618,0.081,565.64,road,completed,2024-10-07
798,IXD_PAR,FC_MUN1,SKU_0209,610,4.2,0.039,0.574,0.046,401.99,road,completed,2024-10-07
799,RDC_IBE,IXD_MAD,SKU_0152,137,5.6,0.142,0.2,0.067,56.03,road,completed,2024-10-07
800,RDC_IBE,IXD_BCN,SKU_0102,587,6.3,0.067,0.408,0.046,305.83,road,completed,2024-10-07
801,RDC_IBE,IXD_MAD,SKU_0003,819,8.2,0.105,0.783,0.062,778.05,road,completed,2024-10-07
802,RDC_FRA,IXD_PAR,SKU_0079,124,10.3,0.127,0.189,0.096,51.09,road,completed,2024-10-07
803,RDC_LYS,IXD_PAR,SKU_0120,409,7.3,0.089,0.681,0.035,329.25,road,completed,2024-10-07
804,IXD_BER,FC_BER1,SKU_0062,817,1.0,0.118,0.622,0.05,645.43,road,completed,2024-10-07
805,IXD_PAR,FC_PAR2,SKU_0053,720,5.1,0.083,0.333,0.031,321.84,road,completed,2024-10-07
806,1DC_BCN,IXD_BCN,SKU_0025,434,9.0,0.127,0.793,0.022,408.83,road,completed,2024-10-07
807,IXD_BCN,FC_BCN2,SKU_0031,460,2.6,0.093,0.276,0.059,196.88,road,completed,2024-10-07
808,IXD_PAR,FC_PAR2,SKU_0164,273,3.6,0.051,0.116,0.021,51.32,road,completed,2024-10-07
809,1DC_BCN,IXD_BCN,SKU_0043,693,10.9,0.141,0.751,0.057,657.66,road,completed,2024-10-07
810,IXD_BCN,FC_BCN2,SKU_0147,702,4.2,0.036,0.117,0.022,122.85,road,completed,2024-10-07
811,IXD_BCN,FC_BCN2,SKU_0208,332,2.8,0.086,0.575,0.018,225.43,road,completed,2024-10-07
812,IXD_PAR,FC_PAR2,SKU_0146,466,5.6,0.127,0.715,0.027,404.95,road,completed,2024-10-07
813,RDC_IBE,IXD_BCN,SKU_0190,89,9.6,0.051,0.292,0.072,36.93,road,completed,2024-10-07
814,IXD_MAD,FC_MAD1,SKU_0220,818,3.8,0.146,0.612,0.014,631.5,road,completed,2024-10-07
815,IXD_MAD,FC_MAD1,SKU_0133,679,4.0,0.124,0.386,0.076,397.89,road,completed,2024-10-07
816,IXD_BER,FC_BER1,SKU_0042,357,3.7,0.111,0.096,0.026,83.18,road,completed,2024-10-07
817,IXD_BCN,FC_BCN2,SKU_0211,831,6.2,0.109,0.349,0.049,421.32,road,completed,2024-10-07
818,1DC_MAD,IXD_MAD,SKU_0124,813,7.9,0.048,0.638,0.08,622.76,road,completed,2024-10-07
819,IXD_BCN,FC_BCN2,SKU_0250,46,2.1,0.091,0.358,0.072,23.97,road,completed,2024-10-07
820,IXD_MAD,FC_MAD2,SKU_0194,770,3.8,0.083,0.32,0.09,379.61,road,completed,2024-10-07
821,RDC_IBE,IXD_MAD,SKU_0177,225,9.6,0.145,0.589,0.039,173.93,road,completed,2024-10-07
822,RDC_IBE,IXD_BCN,SKU_0143,330,7.9,0.048,0.438,0.048,176.22,road,completed,2024-10-08
823,IXD_MAD,FC_MAD1,SKU_0142,754,7.4,0.139,0.513,0.037,519.51,road,completed,2024-10-08
824,IXD_PAR,FC_PAR1,SKU_0154,76,3.9,0.04,0.226,0.054,24.32,road,completed,2024-10-08
825,IXD_MAD,FC_MAD1,SKU_0229,673,5.6,0.032,0.62,0.012,446.87,road,completed,2024-10-08
826,1DC_MAD,IXD_MAD,SKU_0175,549,10.8,0.032,0.561,0.026,339.83,road,completed,2024-10-08
827,RDC_FRA,IXD_PAR,SKU_0108,673,11.5,0.088,0.644,0.023,508.12,road,completed,2024-10-08
828,IXD_PAR,FC_PAR1,SKU_0081,666,3.9,0.048,0.186,0.025,172.49,road,completed,2024-10-08
829,1DC_MAD,IXD_MAD,SKU_0103,658,8.6,0.033,0.646,0.039,472.44,road,completed,2024-10-08
830,1DC_MAD,IXD_MAD,SKU_0184,173,8.7,0.057,0.244,0.034,57.96,road,completed,2024-10-08
831,1DC_BCN,IXD_BER,SKU_0133,239,10.2,0.097,0.751,0.07,219.4,road,completed,2024-10-08
832,IXD_PAR,FC_PAR1,SKU_0139,705,5.1,0.056,0.767,0.021,595.02,road,completed,2024-10-08
833,IXD_PAR,FC_PAR1,SKU_0194,898,5.9,0.148,0.14,0.063,315.2,road,completed,2024-10-08
834,1DC_BCN,IXD_PAR,SKU_0012,540,7.8,0.078,0.16,0.092,178.2,road,completed,2024-10-08
835,RDC_IBE,IXD_BCN,SKU_0165,252,6.0,0.084,0.615,0.039,185.98,road,completed,2024-10-08
836,RDC_IBE,IXD_MAD,SKU_0200,286,7.7,0.066,0.385,0.024,135.85,road,completed,2024-10-08
837,1DC_BCN,IXD_BCN,SKU_0224,290,9.7,0.149,0.731,0.093,282.17,road,completed,2024-10-08
838,IXD_PAR,FC_MUN1,SKU_0198,280,4.5,0.071,0.562,0.051,191.52,road,completed,2024-10-08
839,RDC_IBE,IXD_BCN,SKU_0126,279,9.3,0.092,0.654,0.068,227.11,road,completed,2024-10-08
840,IXD_MAD,FC_MAD2,SKU_0215,295,4.5,0.036,0.728,0.1,254.88,road,completed,2024-10-08
841,IXD_BCN,FC_BCN1,SKU_0169,24,3.3,0.13,0.636,0.032,19.15,road,completed,2024-10-08
842,IXD_PAR,FC_MUN1,SKU_0063,465,4.0,0.121,0.766,0.042,431.99,road,completed,2024-10-08
843,IXD_PAR,FC_MUN1,SKU_0245,115,2.5,0.117,0.734,0.039,102.35,road,completed,2024-10-08
844,RDC_IBE,IXD_MAD,SKU_0060,360,10.3,0.09,0.778,0.097,347.4,road,completed,2024-10-08
845,RDC_IBE,IXD_MAD,SKU_0137,760,8.5,0.142,0.611,0.092,642.2,road,completed,2024-10-08
846,RDC_LYS,IXD_PAR,SKU_0084,467,7.5,0.13,0.335,0.019,226.03,road,completed,2024-10-08
847,IXD_MAD,FC_MAD1,SKU_0241,776,3.3,0.136,0.14,0.077,273.93,road,completed,2024-10-08
848,IXD_BCN,FC_BCN1,SKU_0156,667,3.0,0.034,0.481,0.065,386.86,road,completed,2024-10-08
849,RDC_IBE,IXD_MAD,SKU_0068,692,9.2,0.046,0.391,0.048,335.62,road,completed,2024-10-08
850,1DC_BCN,IXD_PAR,SKU_0230,477,8.9,0.132,0.57,0.095,380.17,road,completed,2024-10-08
851,1DC_BCN,IXD_BCN,SKU_0115,348,9.0,0.107,0.3,0.045,157.3,road,completed,2024-10-08
852,IXD_PAR,FC_MUN1,SKU_0123,273,3.7,0.08,0.587,0.088,206.12,road,completed,2024-10-08
853,1DC_CDG,IXD_PAR,SKU_0202,746,8.8,0.089,0.143,0.046,207.39,road,completed,2024-10-08
854,RDC_FRA,IXD_PAR,SKU_0061,38,10.0,0.148,0.482,0.022,24.78,road,completed,2024-10-08
855,1DC_BCN,IXD_BCN,SKU_0144,239,4.7,0.057,0.14,0.058,60.95,road,completed,2024-10-08
856,IXD_BCN,FC_BCN2,SKU_0181,340,4.1,0.127,0.513,0.027,226.78,road,completed,2024-10-08
857,RDC_IBE,IXD_MAD,SKU_0049,789,8.2,0.074,0.204,0.084,285.62,road,completed,2024-10-08
858,IXD_MAD,FC_MAD2,SKU_0189,245,6.7,0.099,0.647,0.013,185.96,road,completed,2024-10-08
859,1DC_CDG,IXD_PAR,SKU_0198,651,10.7,0.095,0.576,0.061,476.53,road,completed,2024-10-08
860,1DC_BCN,IXD_PAR,SKU_0036,730,9.4,0.135,0.411,0.014,408.8,road,completed,2024-10-08
861,1DC_MAD,IXD_MAD,SKU_0226,840,10.3,0.114,0.481,0.059,549.36,road,completed,2024-10-08
862,RDC_IBE,IXD_BCN,SKU_0108,202,12.1,0.13,0.471,0.092,139.99,rail,completed,2024-10-09
863,RDC_IBE,IXD_BCN,SKU_0139,85,9.2,0.132,0.484,0.092,60.18,road,completed,2024-10-09
864,IXD_PAR,FC_PAR1,SKU_0123,60,2.6,0.103,0.453,0.047,36.18,road,completed,2024-10-09
865,IXD_PAR,FC_PAR1,SKU_0212,300,4.3,0.1,0.14,0.042,84.6,road,completed,2024-10-09
866,RDC_IBE,IXD_BCN,SKU_0088,289,7.7,0.147,0.292,0.09,152.88,road,completed,2024-10-09
867,RDC_IBE,IXD_MAD,SKU_0189,124,7.1,0.149,0.61,0.057,101.18,road,completed,2024-10-09
868,IXD_MAD,FC_MAD1,SKU_0129,328,4.5,0.046,0.53,0.053,206.31,road,completed,2024-10-09
869,IXD_MAD,FC_MAD1,SKU_0177,871,5.0,0.075,0.136,0.041,219.49,road,completed,2024-10-09
870,IXD_MAD,FC_MAD1,SKU_0200,767,7.1,0.048,0.102,0.021,131.16,road,completed,2024-10-09
871,1DC_CDG,IXD_PAR,SKU_0074,89,7.9,0.117,0.338,0.088,48.33,road,completed,2024-10-09
872,IXD_MAD,FC_MAD1,SKU_0119,469,4.1,0.083,0.399,0.052,250.45,road,completed,2024-10-09
873,IXD_PAR,FC_PAR1,SKU_0007,380,1.3,0.053,0.744,0.096,339.34,road,completed,2024-10-09
874,IXD_PAR,FC_PAR2,SKU_0074,797,4.0,0.125,0.224,0.072,335.54,road,completed,2024-10-09
875,IXD_BER,FC_BER1,SKU_0025,457,1.9,0.113,0.617,0.046,354.63,road,completed,2024-10-09
876,RDC_IBE,IXD_MAD,SKU_0145,115,8.6,0.053,0.626,0.039,82.57,road,completed,2024-10-09
877,1DC_BCN,IXD_BCN,SKU_0022,820,6.8,0.032,0.074,0.086,157.44,road,completed,2024-10-09
878,RDC_FRA,IXD_PAR,SKU_0250,139,10.3,0.148,0.599,0.028,107.73,road,completed,2024-10-09
879,1DC_CDG,IXD_PAR,SKU_0151,572,8.4,0.088,0.609,0.029,415.27,road,completed,2024-10-09
880,RDC_IBE,IXD_MAD,SKU_0082,77,8.4,0.054,0.519,0.024,45.97,road,completed,2024-10-09
881,IXD_PAR,FC_MUN1,SKU_0167,318,3.4,0.135,0.249,0.072,145.01,road,completed,2024-10-09
882,IXD_PAR,FC_PAR1,SKU_0234,513,5.5,0.14,0.582,0.085,413.99,road,completed,2024-10-09
883,IXD_PAR,FC_PAR1,SKU_0205,468,3.5,0.128,0.597,0.051,363.17,road,completed,2024-10-09
884,IXD_BCN,FC_BCN2,SKU_0080,44,2.7,0.076,0.476,0.062,27.02,road,completed,2024-10-09
885,1DC_CDG,IXD_PAR,SKU_0223,25,9.3,0.112,0.332,0.03,11.85,road,completed,2024-10-09
886,RDC_IBE,IXD_MAD,SKU_0116,404,10.2,0.068,0.59,0.087,300.98,road,completed,2024-10-10
887,1DC_MAD,IXD_MAD,SKU_0140,524,9.5,0.092,0.629,0.061,409.77,road,completed,2024-10-10
888,1DC_BCN,IXD_BCN,SKU_0129,98,8.8,0.049,0.354,0.038,43.22,road,completed,2024-10-10
889,IXD_BCN,FC_BCN2,SKU_0112,509,4.6,0.039,0.18,0.091,157.79,road,completed,2024-10-10
890,RDC_IBE,IXD_MAD,SKU_0182,352,8.6,0.103,0.194,0.048,121.44,road,completed,2024-10-10
891,IXD_PAR,FC_PAR1,SKU_0059,518,1.6,0.111,0.648,0.027,407.15,road,completed,2024-10-10
892,1DC_CDG,IXD_PAR,SKU_0186,121,9.4,0.114,0.094,0.034,29.28,road,completed,2024-10-10
893,RDC_IBE,IXD_MAD,SKU_0145,91,7.5,0.095,0.425,0.068,53.51,road,completed,2024-10-10
894,IXD_MAD,FC_MAD1,SKU_0124,652,2.8,0.139,0.546,0.056,483.13,road,completed,2024-10-10
895,1DC_BCN,IXD_BCN,SKU_0249,119,9.4,0.089,0.498,0.034,73.9,road,completed,2024-10-10
896,IXD_MAD,FC_MAD2,SKU_0090,102,4.4,0.137,0.451,0.082,68.34,road,completed,2024-10-10
897,IXD_BCN,FC_BCN2,SKU_0189,688,5.5,0.042,0.497,0.044,401.1,road,completed,2024-10-10
898,IXD_BCN,FC_BCN2,SKU_0209,354,4.8,0.091,0.786,0.099,345.5,road,completed,2024-10-10
899,IXD_BER,FC_BER1,SKU_0064,828,4.4,0.092,0.118,0.061,224.39,road,completed,2024-10-10
900,IXD_BCN,FC_BCN1,SKU_0240,432,1.6,0.072,0.655,0.062,340.85,road,completed,2024-10-10
901,IXD_MAD,FC_MAD2,SKU_0014,121,3.4,0.036,0.396,0.088,62.92,road,completed,2024-10-10
902,IXD_PAR,FC_MUN1,SKU_0043,162,6.1,0.087,0.596,0.074,122.63,road,completed,2024-10-10
903,RDC_IBE,IXD_BCN,SKU_0233,198,6.1,0.07,0.236,0.075,75.44,road,completed,2024-10-10
904,RDC_IBE,IXD_BCN,SKU_0227,803,9.2,0.075,0.71,0.071,687.37,road,completed,2024-10-10
905,IXD_PAR,FC_PAR2,SKU_0161,32,5.6,0.06,0.06,0.062,5.82,road,completed,2024-10-10
906,IXD_MAD,FC_MAD1,SKU_0065,820,1.0,0.048,0.514,0.05,501.84,road,completed,2024-10-10
907,RDC_FRA,IXD_PAR,SKU_0145,31,10.2,0.145,0.29,0.017,14.01,road,completed,2024-10-10
908,1DC_MAD,IXD_MAD,SKU_0103,456,9.6,0.105,0.274,0.065,202.46,road,completed,2024-10-10
909,IXD_BCN,FC_BCN1,SKU_0054,497,6.3,0.116,0.177,0.097,193.83,road,completed,2024-10-10
910,IXD_BCN,FC_BCN2,SKU_0100,300,3.0,0.038,0.526,0.079,192.9,road,completed,2024-10-10
911,IXD_PAR,FC_PAR1,SKU_0007,715,3.8,0.116,0.496,0.092,503.36,road,completed,2024-10-10
912,IXD_PAR,FC_PAR2,SKU_0086,39,3.3,0.093,0.47,0.016,22.58,road,completed,2024-10-10
913,1DC_CDG,IXD_PAR,SKU_0207,149,7.4,0.095,0.678,0.074,126.2,road,completed,2024-10-10
914,RDC_IBE,IXD_BCN,SKU_0035,877,5.1,0.138,0.112,0.054,266.61,road,completed,2024-10-10
915,IXD_PAR,FC_PAR1,SKU_0049,445,1.7,0.105,0.744,0.076,411.62,road,completed,2024-10-10
916,IXD_PAR,FC_PAR2,SKU_0101,54,1.8,0.125,0.247,0.04,22.25,road,completed,2024-10-10
917,IXD_BCN,FC_BCN2,SKU_0096,640,4.4,0.053,0.378,0.048,306.56,road,completed,2024-10-11
