order_id,fc_node,sku_id,units_demanded,delivery_sla_hrs,fulfillment_status,actual_dispatch_hrs,order_date,seasonality_multiplier,is_promotional_period
3529,FC_BER1,SKU_0165,3,72,fulfilled,60.7,2024-09-26,1.0,False
3530,FC_BER1,SKU_0027,7,72,fulfilled,47.3,2024-09-26,1.0,False
3531,FC_BER1,SKU_0150,15,48,fulfilled,31.1,2024-09-26,1.0,False
3532,FC_BER1,SKU_0061,82,24,fulfilled,18.2,2024-09-26,1.0,False
3533,FC_BER1,SKU_0200,87,24,fulfilled,1.9,2024-09-26,1.0,False
3534,FC_BER1,SKU_0179,3,72,fulfilled,3.1,2024-09-26,1.0,False
3535,FC_BER1,SKU_0005,52,24,stockout,,2024-09-26,1.0,False
3536,FC_BER1,SKU_0172,5,48,fulfilled,17.7,2024-09-26,1.0,False
3537,FC_BER1,SKU_0062,28,48,fulfilled,12.2,2024-09-26,1.0,False
3538,FC_BER1,SKU_0064,1,72,fulfilled,8.5,2024-09-26,1.0,False
3539,FC_BER1,SKU_0103,12,48,fulfilled,40.5,2024-09-26,1.0,False
3540,FC_BER1,SKU_0192,2,48,fulfilled,26.1,2024-09-26,1.0,False
3541,FC_BER1,SKU_0132,10,48,fulfilled,32.7,2024-09-26,1.0,False
3542,FC_BER1,SKU_0112,6,72,fulfilled,41.1,2024-09-26,1.0,False
3543,FC_BER1,SKU_0157,6,72,fulfilled,41.1,2024-09-26,1.0,False
3544,FC_BER1,SKU_0098,9,48,fulfilled,31.6,2024-09-26,1.0,False
3545,FC_MUN1,SKU_0178,8,72,fulfilled,16.6,2024-09-26,1.0,False
3546,FC_MUN1,SKU_0047,34,48,fulfilled,29.8,2024-09-26,1.0,False
3547,FC_MUN1,SKU_0162,19,48,fulfilled,38.4,2024-09-26,1.0,False
3548,FC_MUN1,SKU_0206,7,72,fulfilled,8.6,2024-09-26,1.0,False
3549,FC_MUN1,SKU_0106,8,48,fulfilled,12.4,2024-09-26,1.0,False
3550,FC_MUN1,SKU_0189,2,48,fulfilled,16.7,2024-09-26,1.0,False
3551,FC_MUN1,SKU_0171,42,24,fulfilled,0.7,2024-09-26,1.0,False
3552,FC_MUN1,SKU_0071,74,24,fulfilled,13.0,2024-09-26,1.0,False
3553,FC_MUN1,SKU_0012,18,48,fulfilled,23.6,2024-09-26,1.0,False
3554,FC_MUN1,SKU_0064,4,72,fulfilled,8.1,2024-09-26,1.0,False
3555,FC_MUN1,SKU_0209,6,48,fulfilled,19.8,2024-09-26,1.0,False
3556,FC_MUN1,SKU_0025,49,24,fulfilled,11.0,2024-09-26,1.0,False
3557,FC_MUN1,SKU_0020,42,24,fulfilled,17.1,2024-09-26,1.0,False
3558,FC_MUN1,SKU_0039,5,48,fulfilled,14.7,2024-09-26,1.0,False
3559,FC_MUN1,SKU_0172,16,48,fulfilled,27.3,2024-09-26,1.0,False
3560,FC_MUN1,SKU_0165,2,72,fulfilled,53.1,2024-09-26,1.0,False
3561,FC_MUN1,SKU_0067,19,48,fulfilled,20.5,2024-09-26,1.0,False
3562,FC_MUN1,SKU_0033,10,72,fulfilled,47.0,2024-09-26,1.0,False
3563,FC_MUN1,SKU_0005,66,24,fulfilled,16.6,2024-09-26,1.0,False
3564,FC_MUN1,SKU_0207,21,48,fulfilled,13.6,2024-09-26,1.0,False
3565,FC_MUN1,SKU_0178,7,72,fulfilled,45.2,2024-09-26,1.0,False
3566,FC_MUN1,SKU_0216,3,48,fulfilled,22.7,2024-09-26,1.0,False
3567,FC_MUN1,SKU_0072,24,48,fulfilled,32.9,2024-09-26,1.0,False
3568,FC_MUN1,SKU_0062,26,48,fulfilled,28.7,2024-09-26,1.0,False
3569,FC_BCN1,SKU_0120,2,48,fulfilled,23.8,2024-09-27,1.0,False
3570,FC_BCN1,SKU_0212,70,24,fulfilled,8.0,2024-09-27,1.0,False
3571,FC_BCN1,SKU_0087,20,48,fulfilled,12.8,2024-09-27,1.0,False
3572,FC_BCN1,SKU_0244,17,48,fulfilled,28.7,2024-09-27,1.0,False
3573,FC_BCN1,SKU_0184,47,24,fulfilled,11.1,2024-09-27,1.0,False
3574,FC_BCN1,SKU_0194,6,24,fulfilled,13.2,2024-09-27,1.0,False
3575,FC_BCN1,SKU_0204,2,72,fulfilled,46.4,2024-09-27,1.0,False
3576,FC_BCN1,SKU_0150,14,48,fulfilled,14.1,2024-09-27,1.0,False
3577,FC_BCN1,SKU_0062,16,48,fulfilled,23.0,2024-09-27,1.0,False
3578,FC_BCN1,SKU_0101,4,72,fulfilled,41.2,2024-09-27,1.0,False
3579,FC_BCN1,SKU_0004,22,48,fulfilled,18.4,2024-09-27,1.0,False
3580,FC_BCN1,SKU_0176,23,48,fulfilled,28.2,2024-09-27,1.0,False
3581,FC_BCN1,SKU_0011,29,48,fulfilled,2.6,2024-09-27,1.0,False
3582,FC_BCN1,SKU_0223,11,48,fulfilled,29.6,2024-09-27,1.0,False
3583,FC_BCN1,SKU_0175,48,24,fulfilled,9.1,2024-09-27,1.0,False
3584,FC_BCN1,SKU_0090,11,48,fulfilled,35.6,2024-09-27,1.0,False
3585,FC_BCN1,SKU_0027,3,72,fulfilled,23.2,2024-09-27,1.0,False
3586,FC_BCN1,SKU_0101,10,72,fulfilled,4.8,2024-09-27,1.0,False
3587,FC_BCN1,SKU_0022,10,72,fulfilled,31.9,2024-09-27,1.0,False
3588,FC_BCN1,SKU_0247,27,24,fulfilled,16.4,2024-09-27,1.0,False
3589,FC_BCN1,SKU_0202,88,24,fulfilled,11.2,2024-09-27,1.0,False
3590,FC_BCN1,SKU_0015,24,48,fulfilled,38.8,2024-09-27,1.0,False
3591,FC_BCN1,SKU_0124,24,48,fulfilled,24.5,2024-09-27,1.0,False
3592,FC_BCN1,SKU_0012,13,48,fulfilled,11.6,2024-09-27,1.0,False
3593,FC_BCN1,SKU_0059,21,24,fulfilled,7.3,2024-09-27,1.0,False
3594,FC_BCN2,SKU_0066,6,48,fulfilled,38.3,2024-09-27,1.0,False
3595,FC_BCN2,SKU_0188,7,48,fulfilled,17.8,2024-09-27,1.0,False
3596,FC_BCN2,SKU_0062,10,48,fulfilled,35.8,2024-09-27,1.0,False
3597,FC_BCN2,SKU_0089,16,24,fulfilled,3.1,2024-09-27,1.0,False
3598,FC_BCN2,SKU_0010,29,48,fulfilled,19.3,2024-09-27,1.0,False
3599,FC_BCN2,SKU_0131,15,48,fulfilled,36.4,2024-09-27,1.0,False
3600,FC_BCN2,SKU_0046,11,72,fulfilled,3.9,2024-09-27,1.0,False
3601,FC_BCN2,SKU_0233,2,72,fulfilled,42.3,2024-09-27,1.0,False
3602,FC_BCN2,SKU_0151,13,48,fulfilled,16.7,2024-09-27,1.0,False
3603,FC_BCN2,SKU_0208,6,72,fulfilled,26.9,2024-09-27,1.0,False
3604,FC_BCN2,SKU_0233,5,72,fulfilled,55.3,2024-09-27,1.0,False
3605,FC_BCN2,SKU_0102,9,72,fulfilled,52.4,2024-09-27,1.0,False
3606,FC_BCN2,SKU_0034,23,48,fulfilled,13.8,2024-09-27,1.0,False
3607,FC_BCN2,SKU_0157,8,72,fulfilled,26.4,2024-09-27,1.0,False
3608,FC_BCN2,SKU_0111,83,24,fulfilled,9.3,2024-09-27,1.0,False
3609,FC_BCN2,SKU_0173,3,72,fulfilled,27.1,2024-09-27,1.0,False
3610,FC_BCN2,SKU_0141,12,48,fulfilled,40.2,2024-09-27,1.0,False
3611,FC_BCN2,SKU_0119,10,24,fulfilled,19.1,2024-09-27,1.0,False
3612,FC_BCN2,SKU_0229,52,24,fulfilled,14.5,2024-09-27,1.0,False
3613,FC_BCN2,SKU_0213,3,72,fulfilled,19.7,2024-09-27,1.0,False
3614,FC_BCN2,SKU_0104,84,24,fulfilled,14.0,2024-09-27,1.0,False
3615,FC_BCN2,SKU_0140,4,72,fulfilled,24.7,2024-09-27,1.0,False
3616,FC_BCN2,SKU_0131,13,48,fulfilled,1.5,2024-09-27,1.0,False
3617,FC_BCN2,SKU_0002,23,48,fulfilled,13.0,2024-09-27,1.0,False
3618,FC_BCN2,SKU_0198,10,24,fulfilled,9.1,2024-09-27,1.0,False
3619,FC_MAD1,SKU_0158,8,72,fulfilled,42.9,2024-09-27,1.0,False
3620,FC_MAD1,SKU_0015,4,48,fulfilled,19.6,2024-09-27,1.0,False
3621,FC_MAD1,SKU_0206,3,72,fulfilled,10.9,2024-09-27,1.0,False
3622,FC_MAD1,SKU_0136,3,48,fulfilled,17.8,2024-09-27,1.0,False
3623,FC_MAD1,SKU_0102,10,72,fulfilled,42.5,2024-09-27,1.0,False
3624,FC_MAD1,SKU_0140,7,72,fulfilled,50.9,2024-09-27,1.0,False
3625,FC_MAD1,SKU_0112,10,72,fulfilled,16.1,2024-09-27,1.0,False
3626,FC_MAD1,SKU_0116,34,24,fulfilled,12.0,2024-09-27,1.0,False
3627,FC_MAD1,SKU_0039,12,48,fulfilled,6.1,2024-09-27,1.0,False
3628,FC_MAD1,SKU_0249,20,48,fulfilled,28.3,2024-09-27,1.0,False
3629,FC_MAD1,SKU_0230,3,48,fulfilled,6.1,2024-09-27,1.0,False
3630,FC_MAD1,SKU_0247,25,24,fulfilled,0.5,2024-09-27,1.0,False
3631,FC_MAD1,SKU_0202,69,24,fulfilled,15.4,2024-09-27,1.0,False
3632,FC_MAD1,SKU_0122,19,48,fulfilled,12.6,2024-09-27,1.0,False
3633,FC_MAD1,SKU_0141,5,48,fulfilled,27.3,2024-09-27,1.0,False
3634,FC_MAD1,SKU_0062,13,48,fulfilled,19.4,2024-09-27,1.0,False
3635,FC_MAD1,SKU_0023,3,48,fulfilled,34.7,2024-09-27,1.0,False
3636,FC_MAD2,SKU_0001,49,24,fulfilled,16.0,2024-09-27,1.0,False
3637,FC_MAD2,SKU_0217,6,48,fulfilled,3.1,2024-09-27,1.0,False
3638,FC_MAD2,SKU_0021,12,48,fulfilled,30.0,2024-09-27,1.0,False
3639,FC_MAD2,SKU_0022,8,72,fulfilled,53.3,2024-09-27,1.0,False
3640,FC_MAD2,SKU_0131,26,48,fulfilled,13.1,2024-09-27,1.0,False
3641,FC_MAD2,SKU_0184,55,24,fulfilled,4.4,2024-09-27,1.0,False
3642,FC_MAD2,SKU_0212,52,24,fulfilled,1.6,2024-09-27,1.0,False
3643,FC_MAD2,SKU_0104,45,24,fulfilled,5.3,2024-09-27,1.0,False
3644,FC_MAD2,SKU_0136,6,48,fulfilled,35.1,2024-09-27,1.0,False
3645,FC_MAD2,SKU_0195,3,48,fulfilled,10.4,2024-09-27,1.0,False
3646,FC_MAD2,SKU_0098,24,48,fulfilled,31.6,2024-09-27,1.0,False
3647,FC_MAD2,SKU_0040,64,24,fulfilled,17.7,2024-09-27,1.0,False
3648,FC_MAD2,SKU_0078,7,72,fulfilled,7.1,2024-09-27,1.0,False
3649,FC_MAD2,SKU_0219,3,72,fulfilled,22.4,2024-09-27,1.0,False
3650,FC_MAD2,SKU_0138,2,48,fulfilled,12.8,2024-09-27,1.0,False
3651,FC_MAD2,SKU_0034,22,48,fulfilled,24.1,2024-09-27,1.0,False
3652,FC_MAD2,SKU_0210,11,48,fulfilled,12.5,2024-09-27,1.0,False
3653,FC_MAD2,SKU_0007,10,72,fulfilled,37.8,2024-09-27,1.0,False
3654,FC_MAD2,SKU_0069,11,48,fulfilled,6.4,2024-09-27,1.0,False
3655,FC_MAD2,SKU_0184,94,24,fulfilled,10.2,2024-09-27,1.0,False
3656,FC_MAD2,SKU_0066,7,48,fulfilled,28.3,2024-09-27,1.0,False
3657,FC_MAD2,SKU_0041,54,24,fulfilled,8.8,2024-09-27,1.0,False
3658,FC_PAR1,SKU_0140,8,72,fulfilled,44.8,2024-09-27,1.0,False
3659,FC_PAR1,SKU_0210,8,48,fulfilled,1.0,2024-09-27,1.0,False
3660,FC_PAR1,SKU_0090,7,48,fulfilled,14.3,2024-09-27,1.0,False
3661,FC_PAR1,SKU_0230,33,48,fulfilled,34.4,2024-09-27,1.0,False
3662,FC_PAR1,SKU_0246,71,24,fulfilled,9.7,2024-09-27,1.0,False
3663,FC_PAR1,SKU_0027,9,72,fulfilled,25.0,2024-09-27,1.0,False
3664,FC_PAR1,SKU_0026,6,72,fulfilled,12.7,2024-09-27,1.0,False
3665,FC_PAR1,SKU_0172,9,48,fulfilled,19.2,2024-09-27,1.0,False
3666,FC_PAR1,SKU_0205,9,24,stockout,,2024-09-27,1.0,False
3667,FC_PAR1,SKU_0107,2,48,fulfilled,8.9,2024-09-27,1.0,False
3668,FC_PAR1,SKU_0212,27,24,fulfilled,1.1,2024-09-27,1.0,False
3669,FC_PAR1,SKU_0064,5,72,fulfilled,23.9,2024-09-27,1.0,False
3670,FC_PAR1,SKU_0233,7,72,fulfilled,9.5,2024-09-27,1.0,False
3671,FC_PAR1,SKU_0242,18,24,fulfilled,3.4,2024-09-27,1.0,False
3672,FC_PAR1,SKU_0056,1,48,fulfilled,40.3,2024-09-27,1.0,False
3673,FC_PAR1,SKU_0131,2,48,fulfilled,26.3,2024-09-27,1.0,False
3674,FC_PAR2,SKU_0163,4,48,fulfilled,4.7,2024-09-27,1.0,False
3675,FC_PAR2,SKU_0043,6,72,fulfilled,14.0,2024-09-27,1.0,False
3676,FC_PAR2,SKU_0139,18,48,fulfilled,24.5,2024-09-27,1.0,False
3677,FC_PAR2,SKU_0187,14,48,fulfilled,22.0,2024-09-27,1.0,False
3678,FC_PAR2,SKU_0160,2,72,fulfilled,54.7,2024-09-27,1.0,False
3679,FC_PAR2,SKU_0036,23,24,fulfilled,6.7,2024-09-27,1.0,False
3680,FC_PAR2,SKU_0148,7,72,fulfilled,51.5,2024-09-27,1.0,False
3681,FC_PAR2,SKU_0010,26,48,fulfilled,18.8,2024-09-27,1.0,False
3682,FC_PAR2,SKU_0040,75,24,fulfilled,16.1,2024-09-27,1.0,False
3683,FC_PAR2,SKU_0031,29,48,fulfilled,21.2,2024-09-27,1.0,False
3684,FC_PAR2,SKU_0097,9,72,fulfilled,50.2,2024-09-27,1.0,False
3685,FC_PAR2,SKU_0076,89,24,fulfilled,15.3,2024-09-27,1.0,False
3686,FC_PAR2,SKU_0204,7,72,fulfilled,53.7,2024-09-27,1.0,False
3687,FC_PAR2,SKU_0137,20,48,fulfilled,39.4,2024-09-27,1.0,False
3688,FC_PAR2,SKU_0146,47,24,fulfilled,10.9,2024-09-27,1.0,False
3689,FC_PAR2,SKU_0002,31,48,fulfilled,37.1,2024-09-27,1.0,False
3690,FC_PAR2,SKU_0176,7,48,fulfilled,23.6,2024-09-27,1.0,False
3691,FC_PAR2,SKU_0168,20,48,fulfilled,24.4,2024-09-27,1.0,False
3692,FC_PAR2,SKU_0102,7,72,fulfilled,47.9,2024-09-27,1.0,False
3693,FC_PAR2,SKU_0047,22,48,fulfilled,38.3,2024-09-27,1.0,False
3694,FC_PAR2,SKU_0073,15,48,fulfilled,29.1,2024-09-27,1.0,False
3695,FC_PAR2,SKU_0182,10,48,fulfilled,13.3,2024-09-27,1.0,False
3696,FC_BER1,SKU_0105,64,24,fulfilled,1.0,2024-09-27,1.0,False
3697,FC_BER1,SKU_0122,21,48,fulfilled,9.7,2024-09-27,1.0,False
3698,FC_BER1,SKU_0073,8,48,fulfilled,16.2,2024-09-27,1.0,False
3699,FC_BER1,SKU_0237,1,72,fulfilled,9.4,2024-09-27,1.0,False
3700,FC_BER1,SKU_0172,19,48,fulfilled,39.5,2024-09-27,1.0,False
3701,FC_BER1,SKU_0014,20,48,fulfilled,10.5,2024-09-27,1.0,False
3702,FC_BER1,SKU_0044,17,48,fulfilled,21.5,2024-09-27,1.0,False
3703,FC_BER1,SKU_0143,7,72,fulfilled,40.9,2024-09-27,1.0,False
3704,FC_BER1,SKU_0127,7,72,fulfilled,49.9,2024-09-27,1.0,False
3705,FC_BER1,SKU_0049,14,48,fulfilled,3.8,2024-09-27,1.0,False
3706,FC_BER1,SKU_0056,25,48,fulfilled,30.8,2024-09-27,1.0,False
3707,FC_BER1,SKU_0085,10,72,fulfilled,4.8,2024-09-27,1.0,False
3708,FC_BER1,SKU_0033,3,72,fulfilled,39.1,2024-09-27,1.0,False
3709,FC_BER1,SKU_0043,7,72,fulfilled,20.0,2024-09-27,1.0,False
3710,FC_BER1,SKU_0014,1,48,fulfilled,18.7,2024-09-27,1.0,False
3711,FC_BER1,SKU_0125,1,48,fulfilled,30.0,2024-09-27,1.0,False
3712,FC_BER1,SKU_0115,9,48,fulfilled,26.5,2024-09-27,1.0,False
3713,FC_MUN1,SKU_0145,22,48,fulfilled,3.9,2024-09-27,1.0,False
3714,FC_MUN1,SKU_0034,8,48,fulfilled,5.7,2024-09-27,1.0,False
3715,FC_MUN1,SKU_0068,6,48,fulfilled,38.7,2024-09-27,1.0,False
3716,FC_MUN1,SKU_0158,3,72,fulfilled,18.7,2024-09-27,1.0,False
3717,FC_MUN1,SKU_0016,20,48,stockout,,2024-09-27,1.0,False
3718,FC_MUN1,SKU_0229,27,24,fulfilled,4.5,2024-09-27,1.0,False
3719,FC_MUN1,SKU_0170,10,24,fulfilled,11.7,2024-09-27,1.0,False
3720,FC_MUN1,SKU_0049,1,48,fulfilled,6.4,2024-09-27,1.0,False
3721,FC_MUN1,SKU_0087,16,48,fulfilled,30.9,2024-09-27,1.0,False
3722,FC_MUN1,SKU_0008,29,48,stockout,,2024-09-27,1.0,False
3723,FC_MUN1,SKU_0104,63,24,fulfilled,4.2,2024-09-27,1.0,False
3724,FC_MUN1,SKU_0165,1,72,fulfilled,23.4,2024-09-27,1.0,False
3725,FC_MUN1,SKU_0207,4,48,fulfilled,2.0,2024-09-27,1.0,False
3726,FC_MUN1,SKU_0175,57,24,fulfilled,19.0,2024-09-27,1.0,False
3727,FC_MUN1,SKU_0054,10,48,fulfilled,39.2,2024-09-27,1.0,False
3728,FC_MUN1,SKU_0155,16,48,fulfilled,3.0,2024-09-27,1.0,False
3729,FC_MUN1,SKU_0132,29,48,fulfilled,34.2,2024-09-27,1.0,False
3730,FC_MUN1,SKU_0118,18,48,fulfilled,38.5,2024-09-27,1.0,False
3731,FC_MUN1,SKU_0039,11,48,fulfilled,14.6,2024-09-27,1.0,False
3732,FC_MUN1,SKU_0226,46,24,fulfilled,14.8,2024-09-27,1.0,False
3733,FC_MUN1,SKU_0203,8,48,stockout,,2024-09-27,1.0,False
3734,FC_MUN1,SKU_0177,3,72,fulfilled,33.7,2024-09-27,1.0,False
3735,FC_MUN1,SKU_0040,67,24,fulfilled,4.0,2024-09-27,1.0,False
3736,FC_BCN1,SKU_0205,118,24,fulfilled,1.8,2024-09-28,1.0,False
3737,FC_BCN1,SKU_0185,44,24,fulfilled,1.4,2024-09-28,1.0,False
3738,FC_BCN1,SKU_0226,50,24,fulfilled,13.2,2024-09-28,1.0,False
3739,FC_BCN1,SKU_0036,92,24,fulfilled,12.3,2024-09-28,1.0,False
3740,FC_BCN1,SKU_0139,19,48,fulfilled,12.8,2024-09-28,1.0,False
3741,FC_BCN1,SKU_0219,7,72,fulfilled,1.7,2024-09-28,1.0,False
3742,FC_BCN1,SKU_0020,31,24,fulfilled,8.5,2024-09-28,1.0,False
3743,FC_BCN1,SKU_0123,82,24,fulfilled,16.8,2024-09-28,1.0,False
3744,FC_BCN1,SKU_0061,37,24,stockout,,2024-09-28,1.0,False
3745,FC_BCN1,SKU_0225,13,48,fulfilled,30.6,2024-09-28,1.0,False
3746,FC_BCN2,SKU_0210,13,48,fulfilled,3.5,2024-09-28,1.0,False
3747,FC_BCN2,SKU_0148,3,72,fulfilled,42.4,2024-09-28,1.0,False
3748,FC_BCN2,SKU_0240,7,72,stockout,,2024-09-28,1.0,False
3749,FC_BCN2,SKU_0097,5,72,fulfilled,10.7,2024-09-28,1.0,False
3750,FC_BCN2,SKU_0082,32,48,fulfilled,19.8,2024-09-28,1.0,False
3751,FC_BCN2,SKU_0170,22,24,fulfilled,19.3,2024-09-28,1.0,False
3752,FC_BCN2,SKU_0001,57,24,fulfilled,13.5,2024-09-28,1.0,False
3753,FC_BCN2,SKU_0245,33,48,fulfilled,22.4,2024-09-28,1.0,False
3754,FC_BCN2,SKU_0208,3,72,fulfilled,3.3,2024-09-28,1.0,False
3755,FC_BCN2,SKU_0161,75,24,fulfilled,16.3,2024-09-28,1.0,False
3756,FC_BCN2,SKU_0066,15,48,fulfilled,7.8,2024-09-28,1.0,False
3757,FC_BCN2,SKU_0182,12,48,fulfilled,16.3,2024-09-28,1.0,False
3758,FC_BCN2,SKU_0081,7,72,fulfilled,46.8,2024-09-28,1.0,False
3759,FC_BCN2,SKU_0228,2,48,fulfilled,34.3,2024-09-28,1.0,False
3760,FC_BCN2,SKU_0200,10,24,fulfilled,3.0,2024-09-28,1.0,False
3761,FC_BCN2,SKU_0231,6,72,fulfilled,12.9,2024-09-28,1.0,False
3762,FC_MAD1,SKU_0188,21,48,fulfilled,11.3,2024-09-28,1.0,False
3763,FC_MAD1,SKU_0134,14,48,fulfilled,7.8,2024-09-28,1.0,False
3764,FC_MAD1,SKU_0097,6,72,fulfilled,57.2,2024-09-28,1.0,False
3765,FC_MAD1,SKU_0227,39,24,fulfilled,12.5,2024-09-28,1.0,False
3766,FC_MAD1,SKU_0229,65,24,fulfilled,7.9,2024-09-28,1.0,False
3767,FC_MAD1,SKU_0027,4,72,fulfilled,3.4,2024-09-28,1.0,False
3768,FC_MAD1,SKU_0198,77,24,fulfilled,18.8,2024-09-28,1.0,False
3769,FC_MAD1,SKU_0166,119,24,fulfilled,4.7,2024-09-28,1.0,False
3770,FC_MAD1,SKU_0037,18,48,fulfilled,15.7,2024-09-28,1.0,False
3771,FC_MAD1,SKU_0015,4,48,fulfilled,27.0,2024-09-28,1.0,False
3772,FC_MAD1,SKU_0098,23,48,fulfilled,24.9,2024-09-28,1.0,False
3773,FC_MAD1,SKU_0092,36,48,fulfilled,13.4,2024-09-28,1.0,False
3774,FC_MAD1,SKU_0079,12,72,fulfilled,48.1,2024-09-28,1.0,False
3775,FC_MAD1,SKU_0121,22,48,fulfilled,29.0,2024-09-28,1.0,False
3776,FC_MAD1,SKU_0051,3,48,fulfilled,35.6,2024-09-28,1.0,False
3777,FC_MAD1,SKU_0123,61,24,fulfilled,7.0,2024-09-28,1.0,False
3778,FC_MAD1,SKU_0103,42,48,fulfilled,29.9,2024-09-28,1.0,False
3779,FC_MAD2,SKU_0111,81,24,fulfilled,4.6,2024-09-28,1.0,False
3780,FC_MAD2,SKU_0063,36,48,fulfilled,24.9,2024-09-28,1.0,False
3781,FC_MAD2,SKU_0197,8,24,fulfilled,9.2,2024-09-28,1.0,False
3782,FC_MAD2,SKU_0012,33,48,fulfilled,1.4,2024-09-28,1.0,False
3783,FC_MAD2,SKU_0004,15,48,fulfilled,14.4,2024-09-28,1.0,False
3784,FC_MAD2,SKU_0055,7,72,fulfilled,14.5,2024-09-28,1.0,False
3785,FC_MAD2,SKU_0218,9,48,fulfilled,8.5,2024-09-28,1.0,False
3786,FC_MAD2,SKU_0166,22,24,fulfilled,9.1,2024-09-28,1.0,False
3787,FC_MAD2,SKU_0081,5,72,fulfilled,12.5,2024-09-28,1.0,False
3788,FC_MAD2,SKU_0186,15,48,fulfilled,39.5,2024-09-28,1.0,False
3789,FC_MAD2,SKU_0192,45,48,fulfilled,33.8,2024-09-28,1.0,False
3790,FC_MAD2,SKU_0082,36,48,stockout,,2024-09-28,1.0,False
3791,FC_MAD2,SKU_0126,60,24,stockout,,2024-09-28,1.0,False
3792,FC_MAD2,SKU_0092,16,48,fulfilled,7.7,2024-09-28,1.0,False
3793,FC_MAD2,SKU_0050,60,24,fulfilled,3.1,2024-09-28,1.0,False
3794,FC_PAR1,SKU_0119,81,24,fulfilled,5.4,2024-09-28,1.0,False
3795,FC_PAR1,SKU_0058,10,72,fulfilled,19.8,2024-09-28,1.0,False
3796,FC_PAR1,SKU_0113,3,72,fulfilled,9.2,2024-09-28,1.0,False
3797,FC_PAR1,SKU_0037,22,48,fulfilled,23.2,2024-09-28,1.0,False
3798,FC_PAR1,SKU_0173,9,72,fulfilled,45.9,2024-09-28,1.0,False
3799,FC_PAR1,SKU_0076,32,24,fulfilled,14.3,2024-09-28,1.0,False
3800,FC_PAR1,SKU_0048,131,24,stockout,,2024-09-28,1.0,False
3801,FC_PAR1,SKU_0004,28,48,fulfilled,37.5,2024-09-28,1.0,False
3802,FC_PAR1,SKU_0212,15,24,fulfilled,6.9,2024-09-28,1.0,False
3803,FC_PAR1,SKU_0162,14,48,fulfilled,2.1,2024-09-28,1.0,False
3804,FC_PAR2,SKU_0049,15,48,fulfilled,33.2,2024-09-28,1.0,False
3805,FC_PAR2,SKU_0243,8,48,fulfilled,26.9,2024-09-28,1.0,False
3806,FC_PAR2,SKU_0136,23,48,fulfilled,7.5,2024-09-28,1.0,False
3807,FC_PAR2,SKU_0169,26,48,fulfilled,24.7,2024-09-28,1.0,False
3808,FC_PAR2,SKU_0212,32,24,fulfilled,13.4,2024-09-28,1.0,False
3809,FC_PAR2,SKU_0228,4,48,fulfilled,18.9,2024-09-28,1.0,False
3810,FC_PAR2,SKU_0065,29,48,fulfilled,21.7,2024-09-28,1.0,False
3811,FC_PAR2,SKU_0119,105,24,fulfilled,9.6,2024-09-28,1.0,False
3812,FC_PAR2,SKU_0017,8,72,fulfilled,28.2,2024-09-28,1.0,False
3813,FC_PAR2,SKU_0056,29,48,fulfilled,13.3,2024-09-28,1.0,False
3814,FC_PAR2,SKU_0248,8,48,fulfilled,3.7,2024-09-28,1.0,False
3815,FC_PAR2,SKU_0246,58,24,fulfilled,10.1,2024-09-28,1.0,False
3816,FC_BER1,SKU_0164,6,72,fulfilled,55.9,2024-09-28,1.0,False
3817,FC_BER1,SKU_0211,10,48,fulfilled,38.8,2024-09-28,1.0,False
3818,FC_BER1,SKU_0133,40,48,fulfilled,20.8,2024-09-28,1.0,False
3819,FC_BER1,SKU_0227,42,24,fulfilled,16.0,2024-09-28,1.0,False
3820,FC_BER1,SKU_0087,27,48,fulfilled,8.1,2024-09-28,1.0,False
3821,FC_BER1,SKU_0053,101,24,fulfilled,19.7,2024-09-28,1.0,False
3822,FC_BER1,SKU_0209,7,48,fulfilled,25.4,2024-09-28,1.0,False
3823,FC_BER1,SKU_0203,24,48,fulfilled,34.0,2024-09-28,1.0,False
3824,FC_BER1,SKU_0111,30,24,fulfilled,15.5,2024-09-28,1.0,False
3825,FC_BER1,SKU_0207,46,48,fulfilled,23.9,2024-09-28,1.0,False
3826,FC_BER1,SKU_0088,3,48,fulfilled,29.5,2024-09-28,1.0,False
3827,FC_BER1,SKU_0126,35,24,stockout,,2024-09-28,1.0,False
3828,FC_BER1,SKU_0032,29,24,fulfilled,19.3,2024-09-28,1.0,False
3829,FC_BER1,SKU_0162,6,48,fulfilled,9.0,2024-09-28,1.0,False
3830,FC_BER1,SKU_0230,6,48,fulfilled,4.6,2024-09-28,1.0,False
3831,FC_MUN1,SKU_0134,1,48,fulfilled,3.8,2024-09-28,1.0,False
3832,FC_MUN1,SKU_0104,90,24,fulfilled,2.0,2024-09-28,1.0,False
3833,FC_MUN1,SKU_0242,29,24,fulfilled,10.6,2024-09-28,1.0,False
3834,FC_MUN1,SKU_0088,10,48,fulfilled,28.1,2024-09-28,1.0,False
3835,FC_MUN1,SKU_0132,33,48,fulfilled,31.9,2024-09-28,1.0,False
3836,FC_MUN1,SKU_0063,19,48,fulfilled,35.2,2024-09-28,1.0,False
3837,FC_MUN1,SKU_0188,36,48,fulfilled,1.2,2024-09-28,1.0,False
3838,FC_MUN1,SKU_0228,6,48,fulfilled,3.9,2024-09-28,1.0,False
3839,FC_MUN1,SKU_0139,10,48,fulfilled,4.3,2024-09-28,1.0,False
