sla_id,from_node,to_node,measurement_date,planned_transit_hrs,actual_transit_hrs,sla_breached,delay_hrs,delay_reason
333,1DC_MAD,IXD_MAD,2024-10-07,10.0,8.4,False,0.0,
334,1DC_MAD,IXD_MAD,2024-10-10,10.0,9.5,False,0.0,
335,1DC_MAD,IXD_MAD,2024-10-13,10.0,9.2,False,0.0,
336,1DC_MAD,IXD_MAD,2024-10-16,10.0,12.5,True,2.5,port_congestion
337,1DC_MAD,IXD_MAD,2024-10-19,10.0,8.1,False,0.0,
338,1DC_MAD,IXD_MAD,2024-10-22,10.0,7.7,False,0.0,
339,1DC_MAD,IXD_MAD,2024-10-25,10.0,10.6,True,0.6,port_congestion
340,1DC_MAD,IXD_MAD,2024-10-28,10.0,9.4,False,0.0,
341,1DC_MAD,IXD_MAD,2024-10-31,10.0,6.1,False,0.0,
342,1DC_MAD,IXD_MAD,2024-11-03,10.0,8.3,False,0.0,
343,1DC_MAD,IXD_MAD,2024-11-06,10.0,11.4,True,1.4,port_congestion
344,1DC_MAD,IXD_MAD,2024-11-09,10.0,9.1,False,0.0,
345,1DC_MAD,IXD_MAD,2024-11-12,10.0,10.8,True,0.8,port_congestion
346,1DC_MAD,IXD_MAD,2024-11-15,10.0,10.5,True,0.5,driver_shortage
347,1DC_MAD,IXD_MAD,2024-11-18,10.0,9.5,False,0.0,
348,1DC_MAD,IXD_MAD,2024-11-21,10.0,9.1,False,0.0,
349,1DC_MAD,IXD_MAD,2024-11-24,10.0,10.9,True,0.9,port_congestion
350,1DC_MAD,IXD_MAD,2024-11-27,10.0,12.3,True,2.3,carrier_capacity
351,1DC_MAD,IXD_MAD,2024-11-30,10.0,7.7,False,0.0,
352,1DC_MAD,IXD_MAD,2024-12-03,10.0,8.6,False,0.0,
353,1DC_MAD,IXD_MAD,2024-12-06,10.0,10.0,False,0.0,
354,1DC_MAD,IXD_MAD,2024-12-09,10.0,11.3,True,1.3,driver_shortage
355,1DC_MAD,IXD_MAD,2024-12-12,10.0,10.4,True,0.4,port_congestion
356,1DC_MAD,IXD_MAD,2024-12-15,10.0,4.3,False,0.0,
357,1DC_MAD,IXD_MAD,2024-12-18,10.0,10.8,True,0.8,driver_shortage
358,1DC_MAD,IXD_MAD,2024-12-21,10.0,8.6,False,0.0,
359,1DC_MAD,IXD_MAD,2024-12-24,10.0,8.7,False,0.0,
360,1DC_MAD,IXD_MAD,2024-12-27,10.0,10.5,True,0.5,carrier_capacity
361,IXD_MAD,FC_MAD1,2024-09-01,5.0,5.8,True,0.8,carrier_capacity
362,IXD_MAD,FC_MAD1,2024-09-04,5.0,4.5,False,0.0,
363,IXD_MAD,FC_MAD1,2024-09-07,5.0,4.6,False,0.0,
364,IXD_MAD,FC_MAD1,2024-09-10,5.0,4.5,False,0.0,
365,IXD_MAD,FC_MAD1,2024-09-13,5.0,4.8,False,0.0,
366,IXD_MAD,FC_MAD1,2024-09-16,5.0,5.4,True,0.4,port_congestion
367,IXD_MAD,FC_MAD1,2024-09-19,5.0,6.8,True,1.8,port_congestion
368,IXD_MAD,FC_MAD1,2024-09-22,5.0,4.1,False,0.0,
369,IXD_MAD,FC_MAD1,2024-09-25,5.0,4.5,False,0.0,
370,IXD_MAD,FC_MAD1,2024-09-28,5.0,6.5,True,1.5,weather
371,IXD_MAD,FC_MAD1,2024-10-01,5.0,4.4,False,0.0,
372,IXD_MAD,FC_MAD1,2024-10-04,5.0,4.1,False,0.0,
373,IXD_MAD,FC_MAD1,2024-10-07,5.0,5.2,True,0.2,customs_hold
374,IXD_MAD,FC_MAD1,2024-10-10,5.0,4.7,False,0.0,
375,IXD_MAD,FC_MAD1,2024-10-13,5.0,5.7,True,0.7,driver_shortage
376,IXD_MAD,FC_MAD1,2024-10-16,5.0,4.3,False,0.0,
377,IXD_MAD,FC_MAD1,2024-10-19,5.0,5.5,True,0.5,customs_hold
378,IXD_MAD,FC_MAD1,2024-10-22,5.0,4.3,False,0.0,
379,IXD_MAD,FC_MAD1,2024-10-25,5.0,5.8,True,0.8,port_congestion
380,IXD_MAD,FC_MAD1,2024-10-28,5.0,4.7,False,0.0,
381,IXD_MAD,FC_MAD1,2024-10-31,5.0,4.7,False,0.0,
382,IXD_MAD,FC_MAD1,2024-11-03,5.0,4.4,False,0.0,
383,IXD_MAD,FC_MAD1,2024-11-06,5.0,4.6,False,0.0,
384,IXD_MAD,FC_MAD1,2024-11-09,5.0,4.8,False,0.0,
385,IXD_MAD,FC_MAD1,2024-11-12,5.0,4.0,False,0.0,
386,IXD_MAD,FC_MAD1,2024-11-15,5.0,3.9,False,0.0,
387,IXD_MAD,FC_MAD1,2024-11-18,5.0,3.8,False,0.0,
388,IXD_MAD,FC_MAD1,2024-11-21,5.0,5.2,True,0.2,customs_hold
389,IXD_MAD,FC_MAD1,2024-11-24,5.0,4.9,False,0.0,
390,IXD_MAD,FC_MAD1,2024-11-27,5.0,5.4,True,0.4,port_congestion
391,IXD_MAD,FC_MAD1,2024-11-30,5.0,4.2,False,0.0,
392,IXD_MAD,FC_MAD1,2024-12-03,5.0,4.4,False,0.0,
393,IXD_MAD,FC_MAD1,2024-12-06,5.0,5.2,True,0.2,carrier_capacity
394,IXD_MAD,FC_MAD1,2024-12-09,5.0,4.5,False,0.0,
395,IXD_MAD,FC_MAD1,2024-12-12,5.0,4.5,False,0.0,
396,IXD_MAD,FC_MAD1,2024-12-15,5.0,5.9,True,0.9,port_congestion
397,IXD_MAD,FC_MAD1,2024-12-18,5.0,4.2,False,0.0,
398,IXD_MAD,FC_MAD1,2024-12-21,5.0,5.5,True,0.5,carrier_capacity
399,IXD_MAD,FC_MAD1,2024-12-24,5.0,4.5,False,0.0,
400,IXD_MAD,FC_MAD1,2024-12-27,5.0,5.2,True,0.2,weather
401,RDC_IBE,IXD_MAD,2024-09-01,10.0,9.8,False,0.0,
402,RDC_IBE,IXD_MAD,2024-09-04,10.0,7.0,False,0.0,
403,RDC_IBE,IXD_MAD,2024-09-07,10.0,11.2,True,1.2,customs_hold
404,RDC_IBE,IXD_MAD,2024-09-10,10.0,11.6,True,1.6,weather
405,RDC_IBE,IXD_MAD,2024-09-13,10.0,9.0,False,0.0,
406,RDC_IBE,IXD_MAD,2024-09-16,10.0,10.1,True,0.1,port_congestion
407,RDC_IBE,IXD_MAD,2024-09-19,10.0,10.5,True,0.5,customs_hold
408,RDC_IBE,IXD_MAD,2024-09-22,10.0,8.1,False,0.0,
409,RDC_IBE,IXD_MAD,2024-09-25,10.0,7.9,False,0.0,
410,RDC_IBE,IXD_MAD,2024-09-28,10.0,8.4,False,0.0,
411,RDC_IBE,IXD_MAD,2024-10-01,10.0,10.6,True,0.6,port_congestion
412,RDC_IBE,IXD_MAD,2024-10-04,10.0,9.5,False,0.0,
413,RDC_IBE,IXD_MAD,2024-10-07,10.0,8.3,False,0.0,
414,RDC_IBE,IXD_MAD,2024-10-10,10.0,10.5,True,0.5,weather
415,RDC_IBE,IXD_MAD,2024-10-13,10.0,9.2,False,0.0,
416,RDC_IBE,IXD_MAD,2024-10-16,10.0,11.6,True,1.6,customs_hold
417,RDC_IBE,IXD_MAD,2024-10-19,10.0,10.9,True,0.9,port_congestion
418,RDC_IBE,IXD_MAD,2024-10-22,10.0,9.7,False,0.0,
419,RDC_IBE,IXD_MAD,2024-10-25,10.0,9.6,False,0.0,
420,RDC_IBE,IXD_MAD,2024-10-28,10.0,10.3,True,0.3,carrier_capacity
421,RDC_IBE,IXD_MAD,2024-10-31,10.0,11.4,True,1.4,driver_shortage
422,RDC_IBE,IXD_MAD,2024-11-03,10.0,9.6,False,0.0,
423,RDC_IBE,IXD_MAD,2024-11-06,10.0,9.4,False,0.0,
424,RDC_IBE,IXD_MAD,2024-11-09,10.0,9.2,False,0.0,
425,RDC_IBE,IXD_MAD,2024-11-12,10.0,9.7,False,0.0,
426,RDC_IBE,IXD_MAD,2024-11-15,10.0,7.2,False,0.0,
427,RDC_IBE,IXD_MAD,2024-11-18,10.0,8.3,False,0.0,
428,RDC_IBE,IXD_MAD,2024-11-21,10.0,7.5,False,0.0,
429,RDC_IBE,IXD_MAD,2024-11-24,10.0,11.6,True,1.6,driver_shortage
430,RDC_IBE,IXD_MAD,2024-11-27,10.0,7.8,False,0.0,
431,RDC_IBE,IXD_MAD,2024-11-30,10.0,6.3,False,0.0,
432,RDC_IBE,IXD_MAD,2024-12-03,10.0,7.7,False,0.0,
433,RDC_IBE,IXD_MAD,2024-12-06,10.0,9.8,False,0.0,
434,RDC_IBE,IXD_MAD,2024-12-09,10.0,12.1,True,2.1,carrier_capacity
435,RDC_IBE,IXD_MAD,2024-12-12,10.0,11.2,True,1.2,weather
436,RDC_IBE,IXD_MAD,2024-12-15,10.0,10.4,True,0.4,weather
437,RDC_IBE,IXD_MAD,2024-12-18,10.0,11.1,True,1.1,weather
438,RDC_IBE,IXD_MAD,2024-12-21,10.0,8.1,False,0.0,
439,RDC_IBE,IXD_MAD,2024-12-24,10.0,7.3,False,0.0,
440,RDC_IBE,IXD_MAD,2024-12-27,10.0,11.6,True,1.6,carrier_capacity
441,IXD_MAD,FC_MAD1,2024-09-01,5.0,5.3,True,0.3,driver_shortage
442,IXD_MAD,FC_MAD1,2024-09-04,5.0,3.6,False,0.0,
443,IXD_MAD,FC_MAD1,2024-09-07,5.0,4.1,False,0.0,
444,IXD_MAD,FC_MAD1,2024-09-10,5.0,4.6,False,0.0,
445,IXD_MAD,FC_MAD1,2024-09-13,5.0,3.9,False,0.0,
446,IXD_MAD,FC_MAD1,2024-09-16,5.0,3.2,False,0.0,
447,IXD_MAD,FC_MAD1,2024-09-19,5.0,4.9,False,0.0,
448,IXD_MAD,FC_MAD1,2024-09-22,5.0,4.9,False,0.0,
449,IXD_MAD,FC_MAD1,2024-09-25,5.0,5.5,True,0.5,carrier_capacity
450,IXD_MAD,FC_MAD1,2024-09-28,5.0,3.9,False,0.0,
451,IXD_MAD,FC_MAD1,2024-10-01,5.0,4.4,False,0.0,
452,IXD_MAD,FC_MAD1,2024-10-04,5.0,4.3,False,0.0,
453,IXD_MAD,FC_MAD1,2024-10-07,5.0,5.4,True,0.4,weather
454,IXD_MAD,FC_MAD1,2024-10-10,5.0,5.0,False,0.0,
455,IXD_MAD,FC_MAD1,2024-10-13,5.0,4.8,False,0.0,
456,IXD_MAD,FC_MAD1,2024-10-16,5.0,6.4,True,1.4,port_congestion
457,IXD_MAD,FC_MAD1,2024-10-19,5.0,4.7,False,0.0,
458,IXD_MAD,FC_MAD1,2024-10-22,5.0,4.9,False,0.0,
459,IXD_MAD,FC_MAD1,2024-10-25,5.0,5.1,True,0.1,driver_shortage
460,IXD_MAD,FC_MAD1,2024-10-28,5.0,5.8,True,0.8,weather
461,IXD_MAD,FC_MAD1,2024-10-31,5.0,4.5,False,0.0,
462,IXD_MAD,FC_MAD1,2024-11-03,5.0,5.1,True,0.1,carrier_capacity
463,IXD_MAD,FC_MAD1,2024-11-06,5.0,6.4,True,1.4,carrier_capacity
464,IXD_MAD,FC_MAD1,2024-11-09,5.0,5.5,True,0.5,driver_shortage
465,IXD_MAD,FC_MAD1,2024-11-12,5.0,4.0,False,0.0,
466,IXD_MAD,FC_MAD1,2024-11-15,5.0,5.3,True,0.3,carrier_capacity
467,IXD_MAD,FC_MAD1,2024-11-18,5.0,6.1,True,1.1,customs_hold
468,IXD_MAD,FC_MAD1,2024-11-21,5.0,5.4,True,0.4,carrier_capacity
469,IXD_MAD,FC_MAD1,2024-11-24,5.0,4.4,False,0.0,
470,IXD_MAD,FC_MAD1,2024-11-27,5.0,4.4,False,0.0,
471,IXD_MAD,FC_MAD1,2024-11-30,5.0,4.3,False,0.0,
472,IXD_MAD,FC_MAD1,2024-12-03,5.0,4.9,False,0.0,
473,IXD_MAD,FC_MAD1,2024-12-06,5.0,4.4,False,0.0,
474,IXD_MAD,FC_MAD1,2024-12-09,5.0,5.2,True,0.2,weather
475,IXD_MAD,FC_MAD1,2024-12-12,5.0,4.9,False,0.0,
476,IXD_MAD,FC_MAD1,2024-12-15,5.0,3.9,False,0.0,
477,IXD_MAD,FC_MAD1,2024-12-18,5.0,5.5,True,0.5,driver_shortage
478,IXD_MAD,FC_MAD1,2024-12-21,5.0,4.0,False,0.0,
479,IXD_MAD,FC_MAD1,2024-12-24,5.0,6.4,True,1.4,driver_shortage
480,IXD_MAD,FC_MAD1,2024-12-27,5.0,4.5,False,0.0,
481,1DC_MAD,IXD_MAD,2024-09-01,10.0,7.3,False,0.0,
482,1DC_MAD,IXD_MAD,2024-09-04,10.0,10.9,True,0.9,carrier_capacity
483,1DC_MAD,IXD_MAD,2024-09-07,10.0,9.9,False,0.0,
484,1DC_MAD,IXD_MAD,2024-09-10,10.0,8.7,False,0.0,
485,1DC_MAD,IXD_MAD,2024-09-13,10.0,10.7,True,0.7,driver_shortage
486,1DC_MAD,IXD_MAD,2024-09-16,10.0,9.1,False,0.0,
487,1DC_MAD,IXD_MAD,2024-09-19,10.0,9.4,False,0.0,
488,1DC_MAD,IXD_MAD,2024-09-22,10.0,8.2,False,0.0,
489,1DC_MAD,IXD_MAD,2024-09-25,10.0,9.9,False,0.0,
490,1DC_MAD,IXD_MAD,2024-09-28,10.0,8.2,False,0.0,
491,1DC_MAD,IXD_MAD,2024-10-01,10.0,11.0,True,1.0,driver_shortage
492,1DC_MAD,IXD_MAD,2024-10-04,10.0,11.1,True,1.1,carrier_capacity
493,1DC_MAD,IXD_MAD,2024-10-07,10.0,11.3,True,1.3,weather
494,1DC_MAD,IXD_MAD,2024-10-10,10.0,10.2,True,0.2,customs_hold
495,1DC_MAD,IXD_MAD,2024-10-13,10.0,10.1,True,0.1,customs_hold
496,1DC_MAD,IXD_MAD,2024-10-16,10.0,11.1,True,1.1,port_congestion
497,1DC_MAD,IXD_MAD,2024-10-19,10.0,11.5,True,1.5,customs_hold
498,1DC_MAD,IXD_MAD,2024-10-22,10.0,7.5,False,0.0,
499,1DC_MAD,IXD_MAD,2024-10-25,10.0,11.2,True,1.2,weather
500,1DC_MAD,IXD_MAD,2024-10-28,10.0,9.6,False,0.0,
501,1DC_MAD,IXD_MAD,2024-10-31,10.0,11.9,True,1.9,carrier_capacity
502,1DC_MAD,IXD_MAD,2024-11-03,10.0,10.4,True,0.4,customs_hold
503,1DC_MAD,IXD_MAD,2024-11-06,10.0,10.7,True,0.7,carrier_capacity
504,1DC_MAD,IXD_MAD,2024-11-09,10.0,11.1,True,1.1,customs_hold
505,1DC_MAD,IXD_MAD,2024-11-12,10.0,8.4,False,0.0,
506,1DC_MAD,IXD_MAD,2024-11-15,10.0,10.0,False,0.0,
507,1DC_MAD,IXD_MAD,2024-11-18,10.0,9.3,False,0.0,
508,1DC_MAD,IXD_MAD,2024-11-21,10.0,10.0,False,0.0,
509,1DC_MAD,IXD_MAD,2024-11-24,10.0,5.8,False,0.0,
510,1DC_MAD,IXD_MAD,2024-11-27,10.0,8.3,False,0.0,
511,1DC_MAD,IXD_MAD,2024-11-30,10.0,12.3,True,2.3,carrier_capacity
512,1DC_MAD,IXD_MAD,2024-12-03,10.0,10.6,True,0.6,driver_shortage
513,1DC_MAD,IXD_MAD,2024-12-06,10.0,9.4,False,0.0,
514,1DC_MAD,IXD_MAD,2024-12-09,10.0,10.6,True,0.6,customs_hold
515,1DC_MAD,IXD_MAD,2024-12-12,10.0,9.5,False,0.0,
516,1DC_MAD,IXD_MAD,2024-12-15,10.0,12.5,True,2.5,customs_hold
517,1DC_MAD,IXD_MAD,2024-12-18,10.0,8.9,False,0.0,
518,1DC_MAD,IXD_MAD,2024-12-21,10.0,7.5,False,0.0,
519,1DC_MAD,IXD_MAD,2024-12-24,10.0,10.8,True,0.8,driver_shortage
520,1DC_MAD,IXD_MAD,2024-12-27,10.0,7.6,False,0.0,
521,IXD_MAD,FC_MAD2,2024-09-01,5.0,4.4,False,0.0,
522,IXD_MAD,FC_MAD2,2024-09-04,5.0,6.7,True,1.7,customs_hold
523,IXD_MAD,FC_MAD2,2024-09-07,5.0,4.5,False,0.0,
524,IXD_MAD,FC_MAD2,2024-09-10,5.0,3.7,False,0.0,
525,IXD_MAD,FC_MAD2,2024-09-13,5.0,5.0,False,0.0,
526,IXD_MAD,FC_MAD2,2024-09-16,5.0,4.2,False,0.0,
527,IXD_MAD,FC_MAD2,2024-09-19,5.0,4.9,False,0.0,
528,IXD_MAD,FC_MAD2,2024-09-22,5.0,4.9,False,0.0,
529,IXD_MAD,FC_MAD2,2024-09-25,5.0,3.9,False,0.0,
530,IXD_MAD,FC_MAD2,2024-09-28,5.0,5.8,True,0.8,weather
531,IXD_MAD,FC_MAD2,2024-10-01,5.0,5.7,True,0.7,carrier_capacity
532,IXD_MAD,FC_MAD2,2024-10-04,5.0,6.7,True,1.7,weather
533,IXD_MAD,FC_MAD2,2024-10-07,5.0,5.1,True,0.1,carrier_capacity
534,IXD_MAD,FC_MAD2,2024-10-10,5.0,6.2,True,1.2,customs_hold
535,IXD_MAD,FC_MAD2,2024-10-13,5.0,4.9,False,0.0,
536,IXD_MAD,FC_MAD2,2024-10-16,5.0,4.4,False,0.0,
537,IXD_MAD,FC_MAD2,2024-10-19,5.0,4.5,False,0.0,
538,IXD_MAD,FC_MAD2,2024-10-22,5.0,4.9,False,0.0,
539,IXD_MAD,FC_MAD2,2024-10-25,5.0,3.7,False,0.0,
540,IXD_MAD,FC_MAD2,2024-10-28,5.0,4.1,False,0.0,
541,IXD_MAD,FC_MAD2,2024-10-31,5.0,6.0,True,1.0,driver_shortage
542,IXD_MAD,FC_MAD2,2024-11-03,5.0,3.5,False,0.0,
543,IXD_MAD,FC_MAD2,2024-11-06,5.0,3.9,False,0.0,
544,IXD_MAD,FC_MAD2,2024-11-09,5.0,5.4,True,0.4,port_congestion
545,IXD_MAD,FC_MAD2,2024-11-12,5.0,4.8,False,0.0,
546,IXD_MAD,FC_MAD2,2024-11-15,5.0,5.4,True,0.4,port_congestion
547,IXD_MAD,FC_MAD2,2024-11-18,5.0,4.3,False,0.0,
548,IXD_MAD,FC_MAD2,2024-11-21,5.0,5.5,True,0.5,carrier_capacity
549,IXD_MAD,FC_MAD2,2024-11-24,5.0,4.8,False,0.0,
550,IXD_MAD,FC_MAD2,2024-11-27,5.0,5.7,True,0.7,port_congestion
551,IXD_MAD,FC_MAD2,2024-11-30,5.0,4.9,False,0.0,
552,IXD_MAD,FC_MAD2,2024-12-03,5.0,4.9,False,0.0,
553,IXD_MAD,FC_MAD2,2024-12-06,5.0,4.9,False,0.0,
554,IXD_MAD,FC_MAD2,2024-12-09,5.0,5.9,True,0.9,port_congestion
555,IXD_MAD,FC_MAD2,2024-12-12,5.0,4.2,False,0.0,
556,IXD_MAD,FC_MAD2,2024-12-15,5.0,5.6,True,0.6,driver_shortage
557,IXD_MAD,FC_MAD2,2024-12-18,5.0,4.9,False,0.0,
558,IXD_MAD,FC_MAD2,2024-12-21,5.0,4.0,False,0.0,
559,IXD_MAD,FC_MAD2,2024-12-24,5.0,5.0,False,0.0,
560,IXD_MAD,FC_MAD2,2024-12-27,5.0,3.7,False,0.0,
561,RDC_IBE,IXD_MAD,2024-09-01,10.0,8.1,False,0.0,
562,RDC_IBE,IXD_MAD,2024-09-04,10.0,12.8,True,2.8,carrier_capacity
563,RDC_IBE,IXD_MAD,2024-09-07,10.0,12.0,True,2.0,customs_hold
564,RDC_IBE,IXD_MAD,2024-09-10,10.0,13.1,True,3.1,weather
565,RDC_IBE,IXD_MAD,2024-09-13,10.0,9.5,False,0.0,
566,RDC_IBE,IXD_MAD,2024-09-16,10.0,9.6,False,0.0,
567,RDC_IBE,IXD_MAD,2024-09-19,10.0,8.8,False,0.0,
568,RDC_IBE,IXD_MAD,2024-09-22,10.0,12.4,True,2.4,weather
569,RDC_IBE,IXD_MAD,2024-09-25,10.0,7.8,False,0.0,
570,RDC_IBE,IXD_MAD,2024-09-28,10.0,11.2,True,1.2,weather
571,RDC_IBE,IXD_MAD,2024-10-01,10.0,12.1,True,2.1,weather
572,RDC_IBE,IXD_MAD,2024-10-04,10.0,8.2,False,0.0,
573,RDC_IBE,IXD_MAD,2024-10-07,10.0,11.1,True,1.1,customs_hold
574,RDC_IBE,IXD_MAD,2024-10-10,10.0,6.7,False,0.0,
575,RDC_IBE,IXD_MAD,2024-10-13,10.0,9.9,False,0.0,
576,RDC_IBE,IXD_MAD,2024-10-16,10.0,8.1,False,0.0,
577,RDC_IBE,IXD_MAD,2024-10-19,10.0,6.9,False,0.0,
578,RDC_IBE,IXD_MAD,2024-10-22,10.0,7.8,False,0.0,
579,RDC_IBE,IXD_MAD,2024-10-25,10.0,6.3,False,0.0,
580,RDC_IBE,IXD_MAD,2024-10-28,10.0,11.0,True,1.0,carrier_capacity
581,RDC_IBE,IXD_MAD,2024-10-31,10.0,9.8,False,0.0,
582,RDC_IBE,IXD_MAD,2024-11-03,10.0,9.5,False,0.0,
583,RDC_IBE,IXD_MAD,2024-11-06,10.0,9.4,False,0.0,
584,RDC_IBE,IXD_MAD,2024-11-09,10.0,10.3,True,0.3,customs_hold
585,RDC_IBE,IXD_MAD,2024-11-12,10.0,9.9,False,0.0,
586,RDC_IBE,IXD_MAD,2024-11-15,10.0,11.2,True,1.2,driver_shortage
587,RDC_IBE,IXD_MAD,2024-11-18,10.0,8.5,False,0.0,
588,RDC_IBE,IXD_MAD,2024-11-21,10.0,11.3,True,1.3,carrier_capacity
589,RDC_IBE,IXD_MAD,2024-11-24,10.0,12.0,True,2.0,port_congestion
590,RDC_IBE,IXD_MAD,2024-11-27,10.0,11.0,True,1.0,customs_hold
591,RDC_IBE,IXD_MAD,2024-11-30,10.0,8.3,False,0.0,
592,RDC_IBE,IXD_MAD,2024-12-03,10.0,10.0,False,0.0,
593,RDC_IBE,IXD_MAD,2024-12-06,10.0,10.5,True,0.5,carrier_capacity
594,RDC_IBE,IXD_MAD,2024-12-09,10.0,8.1,False,0.0,
595,RDC_IBE,IXD_MAD,2024-12-12,10.0,7.8,False,0.0,
596,RDC_IBE,IXD_MAD,2024-12-15,10.0,11.7,True,1.7,port_congestion
597,RDC_IBE,IXD_MAD,2024-12-18,10.0,9.4,False,0.0,
598,RDC_IBE,IXD_MAD,2024-12-21,10.0,6.3,False,0.0,
599,RDC_IBE,IXD_MAD,2024-12-24,10.0,11.5,True,1.5,driver_shortage
600,RDC_IBE,IXD_MAD,2024-12-27,10.0,13.2,True,3.2,customs_hold
601,IXD_MAD,FC_MAD2,2024-09-01,5.0,5.2,True,0.2,port_congestion
602,IXD_MAD,FC_MAD2,2024-09-04,5.0,4.4,False,0.0,
603,IXD_MAD,FC_MAD2,2024-09-07,5.0,4.5,False,0.0,
604,IXD_MAD,FC_MAD2,2024-09-10,5.0,5.8,True,0.8,carrier_capacity
605,IXD_MAD,FC_MAD2,2024-09-13,5.0,4.6,False,0.0,
606,IXD_MAD,FC_MAD2,2024-09-16,5.0,4.4,False,0.0,
607,IXD_MAD,FC_MAD2,2024-09-19,5.0,5.0,False,0.0,
608,IXD_MAD,FC_MAD2,2024-09-22,5.0,4.8,False,0.0,
609,IXD_MAD,FC_MAD2,2024-09-25,5.0,4.6,False,0.0,
610,IXD_MAD,FC_MAD2,2024-09-28,5.0,3.7,False,0.0,
611,IXD_MAD,FC_MAD2,2024-10-01,5.0,6.5,True,1.5,port_congestion
612,IXD_MAD,FC_MAD2,2024-10-04,5.0,4.7,False,0.0,
613,IXD_MAD,FC_MAD2,2024-10-07,5.0,3.4,False,0.0,
614,IXD_MAD,FC_MAD2,2024-10-10,5.0,4.3,False,0.0,
615,IXD_MAD,FC_MAD2,2024-10-13,5.0,3.6,False,0.0,
616,IXD_MAD,FC_MAD2,2024-10-16,5.0,5.6,True,0.6,driver_shortage
617,IXD_MAD,FC_MAD2,2024-10-19,5.0,5.7,True,0.7,port_congestion
618,IXD_MAD,FC_MAD2,2024-10-22,5.0,4.4,False,0.0,
619,IXD_MAD,FC_MAD2,2024-10-25,5.0,3.9,False,0.0,
620,IXD_MAD,FC_MAD2,2024-10-28,5.0,5.8,True,0.8,driver_shortage
621,IXD_MAD,FC_MAD2,2024-10-31,5.0,4.0,False,0.0,
622,IXD_MAD,FC_MAD2,2024-11-03,5.0,4.6,False,0.0,
623,IXD_MAD,FC_MAD2,2024-11-06,5.0,5.4,True,0.4,weather
624,IXD_MAD,FC_MAD2,2024-11-09,5.0,5.6,True,0.6,port_congestion
625,IXD_MAD,FC_MAD2,2024-11-12,5.0,4.6,False,0.0,
626,IXD_MAD,FC_MAD2,2024-11-15,5.0,6.8,True,1.8,driver_shortage
627,IXD_MAD,FC_MAD2,2024-11-18,5.0,4.0,False,0.0,
628,IXD_MAD,FC_MAD2,2024-11-21,5.0,5.2,True,0.2,port_congestion
629,IXD_MAD,FC_MAD2,2024-11-24,5.0,3.5,False,0.0,
630,IXD_MAD,FC_MAD2,2024-11-27,5.0,5.0,False,0.0,
631,IXD_MAD,FC_MAD2,2024-11-30,5.0,6.4,True,1.4,port_congestion
632,IXD_MAD,FC_MAD2,2024-12-03,5.0,5.1,True,0.1,port_congestion
633,IXD_MAD,FC_MAD2,2024-12-06,5.0,5.5,True,0.5,driver_shortage
634,IXD_MAD,FC_MAD2,2024-12-09,5.0,5.3,True,0.3,weather
635,IXD_MAD,FC_MAD2,2024-12-12,5.0,4.6,False,0.0,
636,IXD_MAD,FC_MAD2,2024-12-15,5.0,4.5,False,0.0,
637,IXD_MAD,FC_MAD2,2024-12-18,5.0,4.6,False,0.0,
638,IXD_MAD,FC_MAD2,2024-12-21,5.0,4.7,False,0.0,
639,IXD_MAD,FC_MAD2,2024-12-24,5.0,5.3,True,0.3,port_congestion
640,IXD_MAD,FC_MAD2,2024-12-27,5.0,5.4,True,0.4,carrier_capacity
641,1DC_CDG,IXD_PAR,2024-09-01,10.0,9.9,False,0.0,
642,1DC_CDG,IXD_PAR,2024-09-04,10.0,10.4,True,0.4,weather
643,1DC_CDG,IXD_PAR,2024-09-07,10.0,11.9,True,1.9,port_congestion
644,1DC_CDG,IXD_PAR,2024-09-10,10.0,8.2,False,0.0,
645,1DC_CDG,IXD_PAR,2024-09-13,10.0,9.5,False,0.0,
646,1DC_CDG,IXD_PAR,2024-09-16,10.0,11.2,True,1.2,port_congestion
647,1DC_CDG,IXD_PAR,2024-09-19,10.0,10.8,True,0.8,weather
648,1DC_CDG,IXD_PAR,2024-09-22,10.0,10.5,True,0.5,driver_shortage
649,1DC_CDG,IXD_PAR,2024-09-25,10.0,11.0,True,1.0,customs_hold
650,1DC_CDG,IXD_PAR,2024-09-28,10.0,11.7,True,1.7,carrier_capacity
651,1DC_CDG,IXD_PAR,2024-10-01,10.0,12.8,True,2.8,driver_shortage
652,1DC_CDG,IXD_PAR,2024-10-04,10.0,10.8,True,0.8,driver_shortage
653,1DC_CDG,IXD_PAR,2024-10-07,10.0,10.2,True,0.2,driver_shortage
654,1DC_CDG,IXD_PAR,2024-10-10,10.0,10.1,True,0.1,customs_hold
655,1DC_CDG,IXD_PAR,2024-10-13,10.0,12.3,True,2.3,weather
656,1DC_CDG,IXD_PAR,2024-10-16,10.0,6.2,False,0.0,
657,1DC_CDG,IXD_PAR,2024-10-19,10.0,9.4,False,0.0,
658,1DC_CDG,IXD_PAR,2024-10-22,10.0,11.5,True,1.5,port_congestion
659,1DC_CDG,IXD_PAR,2024-10-25,10.0,8.7,False,0.0,
660,1DC_CDG,IXD_PAR,2024-10-28,10.0,11.7,True,1.7,port_congestion
661,1DC_CDG,IXD_PAR,2024-10-31,10.0,13.9,True,3.9,carrier_capacity
662,1DC_CDG,IXD_PAR,2024-11-03,10.0,7.5,False,0.0,
663,1DC_CDG,IXD_PAR,2024-11-06,10.0,11.2,True,1.2,customs_hold
