rep_id,fc_node,ixd_node,dc_node,sku_id,event_date,push_qty_ordered,push_trigger,push_idle_days,push_stockout,push_total_cost_eur,pull_qty_ordered,pull_trigger,pull_idle_days,pull_stockout,pull_total_cost_eur,transit_hrs,cost_per_unit_eur
1164,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0113,2024-09-30,20,forecast,5.4,False,13.74,12,reorder_point,0.6,True,8.24,7.9,0.687
1165,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0031,2024-09-30,89,forecast,10.1,False,31.15,52,reorder_point,0.7,False,18.2,7.9,0.35
1166,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0154,2024-09-30,189,forecast,9.9,False,143.07,109,reorder_point,2.2,False,82.51,8.0,0.757
1167,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0179,2024-09-30,21,forecast,13.2,False,6.91,14,reorder_point,2.5,False,4.61,10.2,0.329
1168,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0148,2024-09-30,16,forecast,7.7,False,2.03,12,reorder_point,1.6,False,1.52,9.8,0.127
1169,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0025,2024-09-30,237,forecast,9.3,False,219.7,114,reorder_point,2.6,False,105.68,9.6,0.927
1170,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0034,2024-09-30,61,forecast,3.7,False,50.26,48,reorder_point,0.6,False,39.55,8.8,0.824
1171,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0094,2024-09-30,74,forecast,12.7,False,7.99,49,reorder_point,0.9,False,5.29,10.2,0.108
1172,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0096,2024-09-30,135,forecast,4.9,False,23.35,123,reorder_point,0.7,False,21.28,7.3,0.173
1173,FC_MAD1,IXD_MAD,1DC_MAD,SKU_0028,2024-09-30,178,forecast,10.7,False,123.18,133,reorder_point,2.3,False,92.04,4.7,0.692
1174,FC_MAD1,IXD_MAD,1DC_MAD,SKU_0247,2024-09-30,231,forecast,13.8,False,154.08,113,reorder_point,3.0,False,75.37,7.8,0.667
1175,FC_MAD1,IXD_MAD,1DC_MAD,SKU_0245,2024-09-30,67,forecast,4.9,False,62.71,46,reorder_point,1.3,False,43.06,11.4,0.936
1176,FC_MAD1,IXD_MAD,1DC_MAD,SKU_0051,2024-09-30,65,forecast,7.1,False,51.68,53,reorder_point,2.7,False,42.14,7.1,0.795
1177,FC_MAD1,IXD_MAD,1DC_MAD,SKU_0231,2024-09-30,13,forecast,11.1,False,11.92,13,reorder_point,1.9,False,11.92,6.8,0.917
1178,FC_MAD2,IXD_MAD,1DC_MAD,SKU_0133,2024-09-30,56,forecast,12.6,False,36.06,43,reorder_point,0.6,False,27.69,6.2,0.644
1179,FC_MAD2,IXD_MAD,1DC_MAD,SKU_0019,2024-09-30,59,forecast,9.1,False,31.15,47,reorder_point,1.1,False,24.82,9.2,0.528
1180,FC_PAR1,IXD_PAR,1DC_BCN,SKU_0206,2024-09-30,21,forecast,10.7,False,15.41,11,reorder_point,1.6,False,8.07,9.4,0.734
1181,FC_PAR1,IXD_PAR,1DC_BCN,SKU_0021,2024-09-30,79,forecast,6.5,False,69.12,44,reorder_point,2.6,True,38.5,8.8,0.875
1182,FC_PAR1,IXD_PAR,1DC_BCN,SKU_0177,2024-09-30,13,forecast,11.9,True,8.92,11,reorder_point,2.4,False,7.55,5.4,0.686
1183,FC_PAR2,IXD_PAR,1DC_MAD,SKU_0049,2024-09-30,68,forecast,11.9,False,8.57,52,reorder_point,2.1,False,6.55,5.3,0.126
1184,FC_PAR2,IXD_PAR,1DC_MAD,SKU_0039,2024-09-30,89,forecast,6.4,False,34.89,51,reorder_point,1.8,False,19.99,5.0,0.392
1185,FC_PAR2,IXD_PAR,1DC_MAD,SKU_0041,2024-09-30,141,forecast,11.9,False,38.92,128,reorder_point,1.7,False,35.33,9.1,0.276
1186,FC_PAR2,IXD_PAR,1DC_MAD,SKU_0196,2024-09-30,163,forecast,9.8,True,20.54,121,reorder_point,0.6,False,15.25,8.1,0.126
1187,FC_PAR2,IXD_PAR,1DC_MAD,SKU_0154,2024-09-30,137,forecast,10.3,False,34.25,121,reorder_point,2.1,False,30.25,8.3,0.25
1188,FC_PAR2,IXD_PAR,1DC_MAD,SKU_0097,2024-09-30,19,forecast,5.6,False,14.46,11,reorder_point,1.1,False,8.37,7.1,0.761
1189,FC_PAR2,IXD_PAR,1DC_MAD,SKU_0094,2024-09-30,62,forecast,4.9,False,21.08,50,reorder_point,1.9,True,17.0,6.7,0.34
1190,FC_BER1,IXD_BER,1DC_MUC,SKU_0158,2024-09-30,19,forecast,9.8,False,19.74,10,reorder_point,2.1,False,10.39,8.8,1.039
1191,FC_BER1,IXD_BER,1DC_MUC,SKU_0237,2024-09-30,18,forecast,4.4,True,17.82,13,reorder_point,2.8,False,12.87,8.5,0.99
1192,FC_BER1,IXD_BER,1DC_MUC,SKU_0235,2024-09-30,70,forecast,3.1,False,73.36,43,reorder_point,2.6,False,45.06,10.7,1.048
1193,FC_BER1,IXD_BER,1DC_MUC,SKU_0128,2024-09-30,22,forecast,5.7,False,17.01,13,reorder_point,1.0,False,10.05,7.4,0.773
1194,FC_BER1,IXD_BER,1DC_MUC,SKU_0037,2024-09-30,77,forecast,9.8,False,63.99,42,reorder_point,1.9,False,34.9,9.3,0.831
1195,FC_BER1,IXD_BER,1DC_MUC,SKU_0105,2024-09-30,164,forecast,3.2,False,33.46,135,reorder_point,0.8,False,27.54,9.6,0.204
1196,FC_BER1,IXD_BER,1DC_MUC,SKU_0246,2024-09-30,216,forecast,3.9,False,105.84,137,reorder_point,1.2,False,67.13,6.9,0.49
1197,FC_BER1,IXD_BER,1DC_MUC,SKU_0091,2024-09-30,234,forecast,7.1,False,150.46,139,reorder_point,1.0,False,89.38,8.2,0.643
1198,FC_MUN1,IXD_MAD,1DC_CDG,SKU_0246,2024-09-30,225,forecast,11.0,False,216.67,124,reorder_point,1.3,False,119.41,6.8,0.963
1199,FC_MUN1,IXD_MAD,1DC_CDG,SKU_0132,2024-09-30,72,forecast,12.0,False,43.27,52,reorder_point,2.4,False,31.25,6.9,0.601
1200,FC_MUN1,IXD_MAD,1DC_CDG,SKU_0046,2024-09-30,22,forecast,6.0,False,17.03,11,reorder_point,2.0,False,8.51,10.2,0.774
1201,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0010,2024-10-01,61,forecast,10.0,False,17.93,44,reorder_point,1.0,False,12.94,11.8,0.294
1202,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0135,2024-10-01,15,forecast,6.5,False,3.03,12,reorder_point,1.1,False,2.42,7.9,0.202
1203,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0025,2024-10-01,208,forecast,8.0,False,39.73,139,reorder_point,0.8,False,26.55,9.8,0.191
1204,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0174,2024-10-01,15,forecast,5.4,False,14.32,11,reorder_point,1.1,False,10.5,8.3,0.955
1205,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0020,2024-10-01,235,forecast,13.1,False,141.23,126,reorder_point,2.4,False,75.73,7.0,0.601
1206,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0105,2024-10-01,216,forecast,10.9,False,27.43,108,reorder_point,2.8,False,13.72,9.8,0.127
1207,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0208,2024-10-01,13,forecast,4.2,False,6.2,11,reorder_point,0.8,False,5.25,9.7,0.477
1208,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0121,2024-10-01,75,forecast,8.5,False,75.6,51,reorder_point,2.0,False,51.41,7.9,1.008
1209,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0235,2024-10-01,49,forecast,9.8,False,8.38,45,reorder_point,2.5,False,7.7,10.0,0.171
1210,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0032,2024-10-01,226,forecast,10.0,False,142.38,111,reorder_point,1.2,False,69.93,9.1,0.63
1211,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0088,2024-10-01,83,forecast,9.5,False,50.3,45,reorder_point,0.9,False,27.27,10.8,0.606
1212,FC_MAD1,IXD_MAD,1DC_MAD,SKU_0062,2024-10-01,67,forecast,6.7,False,64.12,41,reorder_point,2.8,False,39.24,7.6,0.957
1213,FC_MAD1,IXD_MAD,1DC_MAD,SKU_0076,2024-10-01,146,forecast,8.9,False,151.26,109,reorder_point,1.4,True,112.92,8.8,1.036
1214,FC_MAD2,IXD_MAD,1DC_MAD,SKU_0112,2024-10-01,23,forecast,11.2,False,21.78,11,reorder_point,2.4,False,10.42,7.2,0.947
1215,FC_MAD2,IXD_MAD,1DC_MAD,SKU_0241,2024-10-01,13,forecast,5.1,False,12.62,12,reorder_point,1.0,False,11.65,9.1,0.971
1216,FC_MAD2,IXD_MAD,1DC_MAD,SKU_0007,2024-10-01,17,forecast,10.5,True,14.76,14,reorder_point,1.0,False,12.15,8.0,0.868
1217,FC_MAD2,IXD_MAD,1DC_MAD,SKU_0066,2024-10-01,85,forecast,6.9,False,44.54,47,reorder_point,1.0,False,24.63,5.0,0.524
1218,FC_MAD2,IXD_MAD,1DC_MAD,SKU_0144,2024-10-01,201,forecast,4.6,False,28.14,126,reorder_point,1.2,False,17.64,8.8,0.14
1219,FC_PAR1,IXD_PAR,1DC_BCN,SKU_0230,2024-10-01,71,forecast,11.7,False,59.43,51,reorder_point,1.4,False,42.69,11.1,0.837
1220,FC_PAR1,IXD_PAR,1DC_BCN,SKU_0136,2024-10-01,55,forecast,3.5,False,42.19,45,reorder_point,2.3,False,34.52,5.5,0.767
1221,FC_PAR1,IXD_PAR,1DC_BCN,SKU_0116,2024-10-01,206,forecast,3.2,False,138.84,126,reorder_point,3.0,False,84.92,9.9,0.674
1222,FC_PAR1,IXD_PAR,1DC_BCN,SKU_0240,2024-10-01,13,forecast,13.9,False,10.48,12,reorder_point,0.9,False,9.67,9.1,0.806
1223,FC_PAR2,IXD_PAR,1DC_MUC,SKU_0108,2024-10-01,80,forecast,9.3,False,66.4,51,reorder_point,1.2,False,42.33,6.6,0.83
1224,FC_PAR2,IXD_PAR,1DC_MUC,SKU_0174,2024-10-01,21,forecast,12.4,False,14.26,12,reorder_point,0.9,False,8.15,7.0,0.679
1225,FC_PAR2,IXD_PAR,1DC_MUC,SKU_0164,2024-10-01,23,forecast,5.7,False,24.72,11,reorder_point,0.6,False,11.82,7.6,1.075
1226,FC_PAR2,IXD_PAR,1DC_MUC,SKU_0050,2024-10-01,234,forecast,12.8,False,206.15,138,reorder_point,2.5,False,121.58,10.8,0.881
1227,FC_PAR2,IXD_PAR,1DC_MUC,SKU_0199,2024-10-01,88,forecast,7.4,False,43.82,53,reorder_point,1.5,False,26.39,10.5,0.498
1228,FC_PAR2,IXD_PAR,1DC_MUC,SKU_0031,2024-10-01,68,forecast,7.6,False,45.02,49,reorder_point,0.9,False,32.44,8.4,0.662
1229,FC_PAR2,IXD_PAR,1DC_MUC,SKU_0186,2024-10-01,58,forecast,9.7,False,43.91,49,reorder_point,2.8,False,37.09,10.3,0.757
1230,FC_BER1,IXD_BER,1DC_MUC,SKU_0005,2024-10-01,222,forecast,13.8,False,48.4,140,reorder_point,2.9,False,30.52,7.2,0.218
1231,FC_BER1,IXD_BER,1DC_MUC,SKU_0037,2024-10-01,86,forecast,9.2,False,55.47,40,reorder_point,2.5,False,25.8,6.0,0.645
1232,FC_BER1,IXD_BER,1DC_MUC,SKU_0038,2024-10-01,178,forecast,5.9,False,30.79,121,reorder_point,1.4,False,20.93,10.2,0.173
1233,FC_BER1,IXD_BER,1DC_MUC,SKU_0213,2024-10-01,15,forecast,9.2,False,6.21,11,reorder_point,2.6,False,4.55,8.8,0.414
1234,FC_BER1,IXD_BER,1DC_MUC,SKU_0087,2024-10-01,89,forecast,11.3,False,30.35,43,reorder_point,1.2,False,14.66,5.3,0.341
1235,FC_BER1,IXD_BER,1DC_MUC,SKU_0204,2024-10-01,21,forecast,12.3,False,2.12,14,reorder_point,2.6,False,1.41,10.0,0.101
1236,FC_BER1,IXD_BER,1DC_MUC,SKU_0171,2024-10-01,224,forecast,7.8,False,209.22,139,reorder_point,0.7,False,129.83,11.1,0.934
1237,FC_BER1,IXD_BER,1DC_MUC,SKU_0196,2024-10-01,173,forecast,5.2,False,180.78,114,reorder_point,2.0,False,119.13,8.7,1.045
1238,FC_MUN1,IXD_BER,1DC_MUC,SKU_0157,2024-10-01,20,forecast,3.9,False,10.16,11,reorder_point,2.3,False,5.59,8.1,0.508
1239,FC_MUN1,IXD_BER,1DC_MUC,SKU_0046,2024-10-01,22,forecast,8.7,False,16.24,14,reorder_point,2.1,False,10.33,10.1,0.738
1240,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0005,2024-10-02,228,forecast,7.8,False,224.58,122,reorder_point,0.6,False,120.17,9.0,0.985
1241,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0186,2024-10-02,65,forecast,12.5,False,53.62,48,reorder_point,1.4,False,39.6,11.6,0.825
1242,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0212,2024-10-02,183,forecast,7.2,True,159.03,113,reorder_point,2.2,False,98.2,10.5,0.869
1243,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0068,2024-10-02,50,forecast,13.3,False,11.65,44,reorder_point,2.9,False,10.25,7.8,0.233
1244,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0092,2024-10-02,78,forecast,4.9,False,13.96,53,reorder_point,0.8,False,9.49,8.7,0.179
1245,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0003,2024-10-02,57,forecast,14.0,False,29.75,49,reorder_point,0.7,False,25.58,7.6,0.522
1246,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0212,2024-10-02,187,forecast,10.4,False,41.33,125,reorder_point,1.9,False,27.62,9.4,0.221
1247,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0056,2024-10-02,67,forecast,12.8,False,9.92,44,reorder_point,2.0,False,6.51,9.7,0.148
1248,FC_MAD1,IXD_MAD,1DC_MAD,SKU_0102,2024-10-02,16,forecast,3.5,False,8.83,12,reorder_point,1.2,False,6.62,10.6,0.552
1249,FC_MAD1,IXD_MAD,1DC_MAD,SKU_0175,2024-10-02,159,forecast,4.1,False,42.93,111,reorder_point,0.9,False,29.97,9.2,0.27
1250,FC_MAD1,IXD_MAD,1DC_MAD,SKU_0048,2024-10-02,140,forecast,12.2,False,129.78,139,reorder_point,2.7,False,128.85,5.9,0.927
1251,FC_MAD1,IXD_MAD,1DC_MAD,SKU_0027,2024-10-02,19,forecast,5.9,False,14.95,12,reorder_point,1.9,False,9.44,10.0,0.787
1252,FC_MAD1,IXD_MAD,1DC_MAD,SKU_0113,2024-10-02,15,forecast,7.7,False,14.22,13,reorder_point,1.8,False,12.32,5.7,0.948
1253,FC_MAD1,IXD_MAD,1DC_MAD,SKU_0046,2024-10-02,19,forecast,14.0,False,15.26,12,reorder_point,1.9,False,9.64,8.4,0.803
1254,FC_MAD1,IXD_MAD,1DC_MAD,SKU_0140,2024-10-02,20,forecast,7.7,False,10.06,14,reorder_point,1.6,False,7.04,6.4,0.503
1255,FC_MAD1,IXD_MAD,1DC_MAD,SKU_0241,2024-10-02,18,forecast,12.9,False,4.39,13,reorder_point,2.7,True,3.17,8.7,0.244
1256,FC_MAD2,IXD_MAD,1DC_MAD,SKU_0216,2024-10-02,56,forecast,5.5,False,54.49,49,reorder_point,0.7,False,47.68,6.8,0.973
1257,FC_MAD2,IXD_MAD,1DC_MAD,SKU_0094,2024-10-02,50,forecast,6.7,False,37.55,53,reorder_point,2.2,False,39.8,8.9,0.751
1258,FC_MAD2,IXD_MAD,1DC_MAD,SKU_0240,2024-10-02,15,forecast,13.8,False,15.82,12,reorder_point,2.9,False,12.66,9.1,1.055
1259,FC_MAD2,IXD_MAD,1DC_MAD,SKU_0143,2024-10-02,19,forecast,11.5,False,4.9,12,reorder_point,2.0,False,3.1,8.2,0.258
1260,FC_MAD2,IXD_MAD,1DC_MAD,SKU_0229,2024-10-02,231,forecast,12.4,False,217.6,142,reorder_point,2.2,False,133.76,8.4,0.942
1261,FC_MAD2,IXD_MAD,1DC_MAD,SKU_0111,2024-10-02,237,forecast,9.6,False,197.89,126,reorder_point,1.2,False,105.21,9.7,0.835
1262,FC_MAD2,IXD_MAD,1DC_MAD,SKU_0132,2024-10-02,71,forecast,3.7,False,75.4,45,reorder_point,2.1,False,47.79,7.4,1.062
1263,FC_PAR1,IXD_PAR,1DC_MAD,SKU_0168,2024-10-02,67,forecast,6.9,False,50.72,52,reorder_point,1.5,False,39.36,9.5,0.757
1264,FC_PAR1,IXD_PAR,1DC_MAD,SKU_0007,2024-10-02,23,forecast,8.0,False,17.57,11,reorder_point,2.0,False,8.4,11.4,0.764
1265,FC_PAR1,IXD_PAR,1DC_MAD,SKU_0119,2024-10-02,185,forecast,8.9,False,46.99,113,reorder_point,2.1,False,28.7,5.6,0.254
1266,FC_PAR1,IXD_PAR,1DC_MAD,SKU_0214,2024-10-02,14,forecast,8.7,False,5.85,14,reorder_point,0.6,False,5.85,8.4,0.418
1267,FC_PAR1,IXD_PAR,1DC_MAD,SKU_0135,2024-10-02,13,forecast,10.1,False,12.58,13,reorder_point,1.4,False,12.58,10.5,0.968
1268,FC_PAR1,IXD_PAR,1DC_MAD,SKU_0194,2024-10-02,239,forecast,7.2,False,53.77,132,reorder_point,1.9,True,29.7,6.7,0.225
1269,FC_PAR1,IXD_PAR,1DC_MAD,SKU_0072,2024-10-02,85,forecast,4.9,False,41.99,52,reorder_point,1.2,False,25.69,6.5,0.494
1270,FC_PAR2,IXD_PAR,1DC_BCN,SKU_0212,2024-10-02,220,forecast,6.2,False,148.72,130,reorder_point,0.8,False,87.88,8.2,0.676
1271,FC_PAR2,IXD_PAR,1DC_BCN,SKU_0069,2024-10-02,81,forecast,12.1,False,40.91,53,reorder_point,1.9,False,26.77,7.7,0.505
1272,FC_PAR2,IXD_PAR,1DC_BCN,SKU_0067,2024-10-02,52,forecast,10.5,False,30.32,47,reorder_point,1.3,False,27.4,8.1,0.583
1273,FC_PAR2,IXD_PAR,1DC_BCN,SKU_0234,2024-10-02,23,forecast,7.3,False,16.28,11,reorder_point,2.9,False,7.79,7.9,0.708
1274,FC_BER1,IXD_BER,1DC_CDG,SKU_0058,2024-10-02,22,forecast,13.3,False,16.41,13,reorder_point,1.4,True,9.7,6.9,0.746
1275,FC_BER1,IXD_BER,1DC_CDG,SKU_0133,2024-10-02,60,forecast,7.2,False,21.72,44,reorder_point,2.0,False,15.93,8.7,0.362
1276,FC_MUN1,IXD_BCN,1DC_BCN,SKU_0161,2024-10-02,199,forecast,12.7,False,201.79,137,reorder_point,0.7,False,138.92,7.0,1.014
1277,FC_MUN1,IXD_BCN,1DC_BCN,SKU_0154,2024-10-02,184,forecast,3.5,False,57.04,133,reorder_point,2.0,False,41.23,11.8,0.31
1278,FC_MUN1,IXD_BCN,1DC_BCN,SKU_0079,2024-10-02,14,forecast,6.2,False,3.84,13,reorder_point,1.0,False,3.56,9.3,0.274
1279,FC_MUN1,IXD_BCN,1DC_BCN,SKU_0159,2024-10-02,85,forecast,12.0,False,12.41,51,reorder_point,1.8,False,7.45,5.4,0.146
1280,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0069,2024-10-03,88,forecast,4.6,False,16.46,51,reorder_point,1.2,False,9.54,10.1,0.187
1281,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0199,2024-10-03,63,forecast,8.0,False,52.48,53,reorder_point,0.8,False,44.15,7.9,0.833
1282,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0034,2024-10-03,80,forecast,3.1,False,69.36,43,reorder_point,1.8,False,37.28,8.6,0.867
1283,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0103,2024-10-03,56,forecast,4.5,False,48.89,51,reorder_point,2.5,False,44.52,10.0,0.873
1284,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0130,2024-10-03,66,forecast,11.3,False,53.2,44,reorder_point,2.7,False,35.46,9.1,0.806
1285,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0131,2024-10-03,63,forecast,11.1,False,26.27,47,reorder_point,1.3,False,19.6,11.6,0.417
1286,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0216,2024-10-03,74,forecast,5.0,False,67.49,53,reorder_point,2.8,False,48.34,7.8,0.912
1287,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0110,2024-10-03,89,forecast,3.3,False,61.05,40,reorder_point,0.6,False,27.44,7.6,0.686
1288,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0225,2024-10-03,58,forecast,13.5,False,52.14,52,reorder_point,2.7,False,46.75,10.9,0.899
1289,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0223,2024-10-03,62,forecast,5.3,False,48.48,46,reorder_point,1.8,False,35.97,5.9,0.782
1290,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0073,2024-10-03,61,forecast,12.4,False,36.05,45,reorder_point,2.0,False,26.59,9.8,0.591
1291,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0128,2024-10-03,23,forecast,10.6,False,11.8,12,reorder_point,2.7,False,6.16,8.2,0.513
1292,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0192,2024-10-03,49,forecast,7.0,False,15.14,50,reorder_point,0.9,False,15.45,7.0,0.309
1293,FC_MAD1,IXD_MAD,1DC_MAD,SKU_0135,2024-10-03,15,forecast,11.9,False,10.6,13,reorder_point,0.8,False,9.19,9.0,0.707
1294,FC_MAD1,IXD_MAD,1DC_MAD,SKU_0225,2024-10-03,83,forecast,3.1,False,15.77,41,reorder_point,1.4,True,7.79,7.7,0.19
1295,FC_MAD2,IXD_MAD,1DC_MAD,SKU_0107,2024-10-03,60,forecast,4.8,False,11.22,46,reorder_point,0.6,False,8.6,6.4,0.187
1296,FC_MAD2,IXD_MAD,1DC_MAD,SKU_0117,2024-10-03,15,forecast,5.0,False,9.93,12,reorder_point,1.2,False,7.94,8.9,0.662
1297,FC_MAD2,IXD_MAD,1DC_MAD,SKU_0069,2024-10-03,69,forecast,7.2,False,53.13,53,reorder_point,1.3,False,40.81,5.4,0.77
1298,FC_PAR1,IXD_PAR,1DC_AMS,SKU_0231,2024-10-03,20,forecast,5.7,False,21.2,10,reorder_point,2.7,False,10.6,8.3,1.06
1299,FC_PAR1,IXD_PAR,1DC_AMS,SKU_0166,2024-10-03,182,forecast,3.7,False,194.19,115,reorder_point,2.5,False,122.7,10.8,1.067
1300,FC_PAR1,IXD_PAR,1DC_AMS,SKU_0245,2024-10-03,83,forecast,3.3,False,26.06,42,reorder_point,2.9,False,13.19,7.3,0.314
1301,FC_PAR1,IXD_PAR,1DC_AMS,SKU_0106,2024-10-03,85,forecast,13.5,False,55.34,51,reorder_point,2.1,False,33.2,7.7,0.651
1302,FC_PAR1,IXD_PAR,1DC_AMS,SKU_0061,2024-10-03,228,forecast,6.6,False,145.92,142,reorder_point,2.5,False,90.88,7.5,0.64
1303,FC_PAR2,IXD_PAR,1DC_CDG,SKU_0241,2024-10-03,16,forecast,7.6,False,6.24,13,reorder_point,2.3,False,5.07,9.1,0.39
1304,FC_PAR2,IXD_PAR,1DC_CDG,SKU_0242,2024-10-03,134,forecast,6.7,False,109.21,128,reorder_point,2.9,False,104.32,11.7,0.815
1305,FC_PAR2,IXD_PAR,1DC_CDG,SKU_0030,2024-10-03,151,forecast,7.9,False,23.41,138,reorder_point,1.6,False,21.39,8.8,0.155
1306,FC_PAR2,IXD_PAR,1DC_CDG,SKU_0064,2024-10-03,20,forecast,9.6,False,16.16,14,reorder_point,2.3,False,11.31,9.1,0.808
1307,FC_PAR2,IXD_PAR,1DC_CDG,SKU_0210,2024-10-03,62,forecast,9.4,False,12.34,52,reorder_point,1.1,False,10.35,9.6,0.199
1308,FC_PAR2,IXD_PAR,1DC_CDG,SKU_0204,2024-10-03,17,forecast,11.0,False,2.45,10,reorder_point,1.0,True,1.44,5.7,0.144
1309,FC_BER1,IXD_BER,1DC_MUC,SKU_0156,2024-10-03,82,forecast,10.5,False,67.4,47,reorder_point,2.7,False,38.63,7.4,0.822
1310,FC_BER1,IXD_BER,1DC_MUC,SKU_0225,2024-10-03,64,forecast,8.7,False,60.03,49,reorder_point,1.5,False,45.96,6.0,0.938
1311,FC_BER1,IXD_BER,1DC_MUC,SKU_0193,2024-10-03,81,forecast,11.9,True,54.51,40,reorder_point,2.9,False,26.92,7.9,0.673
1312,FC_BER1,IXD_BER,1DC_MUC,SKU_0204,2024-10-03,19,forecast,4.2,True,15.73,13,reorder_point,0.9,False,10.76,9.0,0.828
1313,FC_BER1,IXD_BER,1DC_MUC,SKU_0231,2024-10-03,23,forecast,4.0,False,17.57,13,reorder_point,0.9,False,9.93,11.3,0.764
1314,FC_MUN1,IXD_BCN,1DC_CDG,SKU_0123,2024-10-03,161,forecast,12.5,False,109.0,110,reorder_point,2.6,False,74.47,7.4,0.677
1315,FC_MUN1,IXD_BCN,1DC_CDG,SKU_0121,2024-10-03,52,forecast,10.6,False,11.23,48,reorder_point,0.8,False,10.37,6.5,0.216
1316,FC_MUN1,IXD_BCN,1DC_CDG,SKU_0041,2024-10-03,144,forecast,10.6,False,22.18,124,reorder_point,1.7,False,19.1,6.3,0.154
1317,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0198,2024-10-04,212,forecast,4.0,False,115.75,122,reorder_point,0.8,False,66.61,10.6,0.546
1318,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0186,2024-10-04,63,forecast,11.2,False,53.36,46,reorder_point,1.1,False,38.96,10.5,0.847
1319,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0055,2024-10-04,13,forecast,9.3,False,11.84,12,reorder_point,1.8,False,10.93,5.0,0.911
1320,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0199,2024-10-04,70,forecast,4.6,False,46.06,42,reorder_point,0.7,True,27.64,9.5,0.658
1321,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0102,2024-10-04,19,forecast,4.5,False,4.35,10,reorder_point,2.2,False,2.29,9.4,0.229
1322,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0216,2024-10-04,82,forecast,5.1,False,73.06,53,reorder_point,1.4,False,47.22,9.7,0.891
1323,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0190,2024-10-04,79,forecast,3.0,False,72.92,50,reorder_point,1.9,False,46.15,8.9,0.923
1324,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0199,2024-10-04,53,forecast,13.7,False,22.63,44,reorder_point,1.6,False,18.79,6.2,0.427
1325,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0094,2024-10-04,65,forecast,11.4,False,15.66,51,reorder_point,1.1,False,12.29,8.5,0.241
1326,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0124,2024-10-04,87,forecast,7.6,False,13.92,42,reorder_point,1.1,False,6.72,7.5,0.16
1327,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0154,2024-10-04,198,forecast,7.9,False,190.08,111,reorder_point,1.6,False,106.56,7.7,0.96
1328,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0136,2024-10-04,75,forecast,12.9,False,58.8,44,reorder_point,2.7,False,34.5,9.0,0.784
1329,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0165,2024-10-04,13,forecast,10.7,False,13.74,10,reorder_point,0.6,True,10.57,6.0,1.057
1330,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0145,2024-10-04,86,forecast,10.0,False,46.7,52,reorder_point,1.3,False,28.24,11.5,0.543
